as_of_date,game_pk,home_team,home_combined_rating,away_team,away_combined_rating,elo_diff,home_win_prob
2026-09-25,822681,Washington Nationals,1495.3,New York Mets,1515.2,-19.9,47.9
2026-09-25,822760,Toronto Blue Jays,1508.3,Cincinnati Reds,1485.7,22.6,56.6
2026-09-25,823085,Seattle Mariners,1482.5,Los Angeles Angels,1447.2,35.3,59.0
2026-09-25,823167,San Francisco Giants,1465.3,Los Angeles Dodgers,1554.9,-89.6,42.2
2026-09-25,823248,San Diego Padres,1555.0,Arizona Diamondbacks,1530.3,24.7,57.2
2026-09-25,823409,Philadelphia Phillies,1545.6,Tampa Bay Rays,1552.7,-7.1,53.2
2026-09-25,823489,New York Yankees,1554.9,Baltimore Orioles,1530.2,24.7,58.1
2026-09-25,823491,New York Yankees,1554.9,Baltimore Orioles,1530.2,24.7,58.1
2026-09-25,823652,Minnesota Twins,1473.2,Texas Rangers,1503.2,-30.0,49.6
2026-09-25,823735,Milwaukee Brewers,1591.7,St. Louis Cardinals,1490.4,101.3,66.5
2026-09-25,823816,Miami Marlins,1508.9,Atlanta Braves,1550.3,-41.4,47.1
2026-09-25,824058,Kansas City Royals,1479.7,Cleveland Guardians,1527.3,-47.6,45.7
2026-09-25,824220,Detroit Tigers,1507.5,Pittsburgh Pirates,1531.5,-24.0,49.4
2026-09-25,824544,Chicago White Sox,1508.4,Colorado Rockies,1409.0,99.4,68.2
2026-09-25,824703,Boston Red Sox,1553.6,Chicago Cubs,1549.3,4.3,53.3
2026-09-25,824706,Boston Red Sox,1553.6,Chicago Cubs,1549.3,4.3,53.3
2026-09-25,824947,Athletics,1426.4,Houston Astros,1493.9,-67.5,43.2
