as_of_date,game_pk,home_team,home_combined_rating,away_team,away_combined_rating,elo_diff,home_win_prob
2026-09-24,822842,Texas Rangers,1497.4,New York Mets,1517.4,-20.0,50.3
2026-09-24,823087,Seattle Mariners,1482.8,Los Angeles Angels,1443.3,39.5,59.6
2026-09-24,823326,Pittsburgh Pirates,1523.5,St. Louis Cardinals,1491.2,32.3,57.1
2026-09-24,823411,Philadelphia Phillies,1545.2,Milwaukee Brewers,1588.4,-43.2,48.1
2026-09-24,823493,New York Yankees,1554.9,Tampa Bay Rays,1552.0,2.9,55.0
2026-09-24,823895,Los Angeles Dodgers,1552.0,San Diego Padres,1551.2,0.8,56.4
2026-09-24,824059,Kansas City Royals,1479.6,Chicago White Sox,1506.5,-26.9,48.7
2026-09-24,824298,Colorado Rockies,1415.6,Arizona Diamondbacks,1527.0,-111.4,38.5
2026-09-24,824623,Chicago Cubs,1555.5,Miami Marlins,1513.6,41.9,58.3
2026-09-24,824707,Boston Red Sox,1553.2,Cleveland Guardians,1521.6,31.6,57.2
2026-09-24,824866,Atlanta Braves,1554.8,Cincinnati Reds,1479.3,75.5,63.4
2026-09-24,824950,Athletics,1426.5,Houston Astros,1491.7,-65.2,43.6
