as_of_date,game_pk,home_team,home_combined_rating,away_team,away_combined_rating,elo_diff,home_win_prob
2026-08-14,822777,Toronto Blue Jays,1500.2,New York Yankees,1544.2,-44.0,47.1
2026-08-14,822942,Tampa Bay Rays,1547.9,Baltimore Orioles,1515.5,32.4,59.6
2026-08-14,823185,San Francisco Giants,1470.8,Colorado Rockies,1438.3,32.5,59.5
2026-08-14,823346,Pittsburgh Pirates,1504.6,Boston Red Sox,1567.7,-63.1,43.5
2026-08-14,823591,New York Mets,1494.9,Washington Nationals,1504.0,-9.1,52.5
2026-08-14,823913,Los Angeles Dodgers,1541.3,Milwaukee Brewers,1564.0,-22.7,53.0
2026-08-14,823993,Los Angeles Angels,1445.8,Kansas City Royals,1461.6,-15.8,50.0
2026-08-14,824159,Houston Astros,1508.9,Seattle Mariners,1492.0,16.9,57.7
2026-08-14,824237,Detroit Tigers,1532.6,Chicago White Sox,1510.0,22.6,56.1
2026-08-14,824399,Cleveland Guardians,1502.0,San Diego Padres,1533.8,-31.8,48.3
2026-08-14,824479,Cincinnati Reds,1497.6,Miami Marlins,1516.2,-18.6,49.9
2026-08-14,824643,Chicago Cubs,1563.7,St. Louis Cardinals,1502.2,61.5,61.0
2026-08-14,824882,Atlanta Braves,1552.8,Arizona Diamondbacks,1525.5,27.3,56.8
2026-08-14,824968,Athletics,1432.3,Texas Rangers,1495.4,-63.1,43.9
