as_of_date,game_pk,home_team,home_combined_rating,away_team,away_combined_rating,elo_diff,home_win_prob
2026-07-20,822788,Toronto Blue Jays,1499.2,Tampa Bay Rays,1511.8,-12.6,51.6
2026-07-20,822874,Texas Rangers,1506.7,Chicago White Sox,1511.6,-4.9,52.5
2026-07-20,823112,Seattle Mariners,1516.4,Cincinnati Reds,1490.4,26.0,57.7
2026-07-20,823436,Philadelphia Phillies,1541.1,Los Angeles Dodgers,1559.2,-18.1,51.7
2026-07-20,823522,New York Yankees,1539.8,Pittsburgh Pirates,1526.6,13.2,56.4
2026-07-20,823762,Milwaukee Brewers,1572.2,New York Mets,1478.6,93.6,65.5
2026-07-20,824006,Los Angeles Angels,1454.7,St. Louis Cardinals,1511.7,-57.0,44.1
2026-07-20,824087,Kansas City Royals,1462.2,San Francisco Giants,1473.7,-11.5,50.9
2026-07-20,824167,Houston Astros,1491.2,Miami Marlins,1522.0,-30.8,50.8
2026-07-20,824328,Colorado Rockies,1439.5,Washington Nationals,1501.6,-62.1,45.4
2026-07-20,824410,Cleveland Guardians,1530.3,Minnesota Twins,1486.1,44.2,59.2
2026-07-20,824654,Chicago Cubs,1543.2,Detroit Tigers,1513.7,29.5,56.5
2026-07-20,824736,Boston Red Sox,1543.6,Baltimore Orioles,1524.1,19.5,55.4
2026-07-20,824898,Atlanta Braves,1533.0,San Diego Padres,1502.3,30.7,57.2
2026-07-20,825058,Arizona Diamondbacks,1512.6,Athletics,1451.2,61.4,60.9
