as_of_date,game_pk,home_team,home_combined_rating,away_team,away_combined_rating,elo_diff,home_win_prob
2026-08-21,822857,Texas Rangers,1490.3,Los Angeles Angels,1459.4,30.9,57.6
2026-08-21,823101,Seattle Mariners,1491.8,Chicago Cubs,1563.3,-71.5,43.7
2026-08-21,823262,San Diego Padres,1531.2,Minnesota Twins,1484.8,46.4,60.2
2026-08-21,823420,Philadelphia Phillies,1532.3,St. Louis Cardinals,1513.5,18.8,56.9
2026-08-21,823510,New York Yankees,1548.0,Toronto Blue Jays,1516.1,31.9,59.1
2026-08-21,823746,Milwaukee Brewers,1569.6,Atlanta Braves,1541.0,28.6,56.7
2026-08-21,823830,Miami Marlins,1512.0,Washington Nationals,1492.2,19.8,55.9
2026-08-21,823911,Los Angeles Dodgers,1544.2,Pittsburgh Pirates,1504.7,39.5,61.8
2026-08-21,824072,Kansas City Royals,1464.4,Detroit Tigers,1522.2,-57.8,44.3
2026-08-21,824152,Houston Astros,1507.5,Athletics,1420.2,87.3,67.1
2026-08-21,824317,Colorado Rockies,1442.1,Cleveland Guardians,1502.1,-60.0,45.7
2026-08-21,824559,Chicago White Sox,1517.5,New York Mets,1494.8,22.7,58.0
2026-08-21,824721,Boston Red Sox,1560.4,San Francisco Giants,1458.2,102.2,66.7
2026-08-21,824800,Baltimore Orioles,1522.4,Tampa Bay Rays,1547.1,-24.7,46.3
2026-08-21,825045,Arizona Diamondbacks,1524.0,Cincinnati Reds,1496.7,27.3,56.2
