as_of_date,game_pk,home_team,home_combined_rating,away_team,away_combined_rating,elo_diff,home_win_prob
2026-09-03,822853,Texas Rangers,1492.5,Tampa Bay Rays,1536.2,-43.7,46.9
2026-09-03,823095,Seattle Mariners,1492.7,Athletics,1423.7,69.0,63.6
2026-09-03,823337,Pittsburgh Pirates,1514.9,San Francisco Giants,1463.2,51.7,59.8
2026-09-03,823907,Los Angeles Dodgers,1545.0,St. Louis Cardinals,1504.7,40.3,61.9
2026-09-03,824069,Kansas City Royals,1493.4,Miami Marlins,1519.7,-26.3,48.8
2026-09-03,824144,Houston Astros,1497.0,Chicago White Sox,1512.4,-15.4,53.1
2026-09-03,824388,Cleveland Guardians,1517.7,Toronto Blue Jays,1524.0,-6.3,52.0
2026-09-03,824632,Chicago Cubs,1553.5,Milwaukee Brewers,1581.6,-28.1,48.3
2026-09-03,824796,Baltimore Orioles,1522.6,Boston Red Sox,1556.7,-34.1,44.9
