as_of_date,rank,team,pitcher,rating,opponent
2026-09-01,1,New York Yankees,Gerrit Cole,1606.1,Los Angeles Angels
2026-09-01,2,San Francisco Giants,Logan Webb,1591.8,Pittsburgh Pirates
2026-09-01,3,Pittsburgh Pirates,Paul Skenes,1567.8,San Francisco Giants
2026-09-01,4,Tampa Bay Rays,Freddy Peralta,1563.4,New York Mets
2026-09-01,5,Baltimore Orioles,Kyle Bradish,1560.1,Colorado Rockies
2026-09-01,6,Seattle Mariners,Bryan Woo,1546.4,Boston Red Sox
2026-09-01,7,Cleveland Guardians,Gavin Williams,1540.4,Toronto Blue Jays
2026-09-01,8,Detroit Tigers,Troy Melton,1539.9,Minnesota Twins
2026-09-01,9,San Diego Padres,Randy Vásquez,1537.6,Cincinnati Reds
2026-09-01,10,Philadelphia Phillies,Jesús Luzardo,1536.1,Arizona Diamondbacks
2026-09-01,11,Arizona Diamondbacks,Eduardo Rodriguez,1530.0,Philadelphia Phillies
2026-09-01,12,Houston Astros,Ronel Blanco,1530.0,Chicago White Sox
2026-09-01,13,Chicago Cubs,Matthew Boyd,1524.6,Milwaukee Brewers
2026-09-01,14,Chicago White Sox,Sean Burke,1520.1,Houston Astros
2026-09-01,15,Kansas City Royals,Randy Dobnak,1515.0,Miami Marlins
2026-09-01,16,Los Angeles Dodgers,Eric Lauer,1514.4,St. Louis Cardinals
2026-09-01,17,Cincinnati Reds,Nick Lodolo,1512.1,San Diego Padres
2026-09-01,18,Atlanta Braves,AJ Smith-Shawver,1509.1,Washington Nationals
2026-09-01,19,Milwaukee Brewers,Robert Gasser,1506.0,Chicago Cubs
2026-09-01,20,Boston Red Sox,Jedixson Paez,1503.2,Seattle Mariners
2026-09-01,21,Athletics,Brady Basso,1503.2,Texas Rangers
2026-09-01,22,St. Louis Cardinals,Michael McGreevy,1500.9,Los Angeles Dodgers
2026-09-01,23,Miami Marlins,Tyler Phillips,1500.7,Kansas City Royals
2026-09-01,24,Minnesota Twins,Andrew Morris,1500.5,Detroit Tigers
2026-09-01,25,Toronto Blue Jays,Spencer Miles,1494.6,Cleveland Guardians
2026-09-01,26,Colorado Rockies,Gabriel Hughes,1483.9,Baltimore Orioles
2026-09-01,27,New York Mets,Sean Manaea,1478.7,Tampa Bay Rays
2026-09-01,28,Los Angeles Angels,Grayson Rodriguez,1476.9,New York Yankees
2026-09-01,29,Texas Rangers,MacKenzie Gore,1476.3,Athletics
2026-09-01,30,Washington Nationals,Jake Irvin,1472.5,Atlanta Braves
