as_of_date,rank,team,pitcher,rating,opponent
2026-07-29,1,Detroit Tigers,Tarik Skubal,1610.5,Baltimore Orioles
2026-07-29,2,Atlanta Braves,Chris Sale,1605.8,New York Mets
2026-07-29,3,San Francisco Giants,Logan Webb,1583.5,Milwaukee Brewers
2026-07-29,4,Philadelphia Phillies,Jesús Luzardo,1535.7,Miami Marlins
2026-07-29,5,New York Yankees,Cam Schlittler,1535.4,Chicago White Sox
2026-07-29,6,Cleveland Guardians,Joey Cantillo,1525.4,Cincinnati Reds
2026-07-29,7,Arizona Diamondbacks,Eduardo Rodriguez,1519.6,Pittsburgh Pirates
2026-07-29,8,Minnesota Twins,Joe Ryan,1518.5,Kansas City Royals
2026-07-29,9,Chicago Cubs,Matthew Boyd,1518.3,St. Louis Cardinals
2026-07-29,10,Toronto Blue Jays,Trey Yesavage,1511.8,Washington Nationals
2026-07-29,11,Los Angeles Dodgers,Eric Lauer,1510.9,Seattle Mariners
2026-07-29,12,Atlanta Braves,AJ Smith-Shawver,1509.2,New York Mets
2026-07-29,13,Baltimore Orioles,Trevor Rogers,1507.7,Detroit Tigers
2026-07-29,14,St. Louis Cardinals,Dustin May,1506.5,Chicago Cubs
2026-07-29,15,Kansas City Royals,Randy Dobnak,1504.5,Minnesota Twins
2026-07-29,16,New York Mets,Christian Scott,1504.3,Atlanta Braves
2026-07-29,17,Washington Nationals,Zack Littell,1503.7,Toronto Blue Jays
2026-07-29,18,Tampa Bay Rays,Casey Legumina,1503.7,Texas Rangers
2026-07-29,19,Cincinnati Reds,Brady Singer,1502.6,Cleveland Guardians
2026-07-29,20,Chicago White Sox,Davis Martin,1502.5,New York Yankees
2026-07-29,21,Milwaukee Brewers,Shane Drohan,1498.3,San Francisco Giants
2026-07-29,22,Pittsburgh Pirates,Jared Jones,1496.7,Arizona Diamondbacks
2026-07-29,23,Houston Astros,Hayden Wesneski,1496.2,Los Angeles Angels
2026-07-29,24,Colorado Rockies,Gabriel Hughes,1496.0,San Diego Padres
2026-07-29,25,Seattle Mariners,Emerson Hancock,1488.1,Los Angeles Dodgers
2026-07-29,26,Los Angeles Angels,Grayson Rodriguez,1486.0,Houston Astros
2026-07-29,27,Miami Marlins,Ryan Gusto,1484.1,Philadelphia Phillies
2026-07-29,28,Boston Red Sox,Patrick Sandoval,1483.4,Athletics
2026-07-29,29,Athletics,Jacob Lopez,1475.5,Boston Red Sox
2026-07-29,30,Texas Rangers,MacKenzie Gore,1473.7,Tampa Bay Rays
2026-07-29,31,New York Mets,Sean Manaea,1472.2,Atlanta Braves
