as_of_date,game_pk,home_team,home_combined_rating,away_team,away_combined_rating,elo_diff,home_win_prob
2026-09-04,822852,Texas Rangers,1492.4,Tampa Bay Rays,1532.0,-39.6,47.5
2026-09-04,823093,Seattle Mariners,1492.6,Athletics,1427.6,65.0,63.0
2026-09-04,823256,San Diego Padres,1525.1,New York Yankees,1551.6,-26.5,49.9
2026-09-04,823338,Pittsburgh Pirates,1515.0,Los Angeles Angels,1450.7,64.3,61.6
2026-09-04,823418,Philadelphia Phillies,1554.6,Atlanta Braves,1551.5,3.1,54.7
2026-09-04,823579,New York Mets,1505.3,San Francisco Giants,1466.5,38.8,59.3
2026-09-04,823824,Miami Marlins,1513.7,Chicago Cubs,1554.4,-40.7,47.2
2026-09-04,823905,Los Angeles Dodgers,1545.3,Washington Nationals,1484.8,60.5,64.6
2026-09-04,824067,Kansas City Royals,1493.1,Toronto Blue Jays,1526.1,-33.0,47.8
2026-09-04,824146,Houston Astros,1497.1,Arizona Diamondbacks,1525.3,-28.2,51.2
2026-09-04,824311,Colorado Rockies,1424.9,St. Louis Cardinals,1505.3,-80.4,42.8
2026-09-04,824387,Cleveland Guardians,1517.5,Detroit Tigers,1503.4,14.1,54.9
2026-09-04,824424,Cleveland Guardians,1517.5,Detroit Tigers,1503.4,14.1,54.9
2026-09-04,824471,Cincinnati Reds,1486.4,Milwaukee Brewers,1578.2,-91.8,39.5
2026-09-04,824554,Chicago White Sox,1512.6,Minnesota Twins,1482.8,29.8,59.0
2026-09-04,824797,Baltimore Orioles,1522.7,Boston Red Sox,1559.0,-36.3,44.6
