as_of_date,rank,team,pitcher,rating,opponent
2026-08-31,1,Texas Rangers,Jacob deGrom,1579.3,Athletics
2026-08-31,2,Seattle Mariners,George Kirby,1568.5,Boston Red Sox
2026-08-31,3,San Diego Padres,Michael King,1543.0,Cincinnati Reds
2026-08-31,4,Chicago Cubs,Clay Holmes,1530.2,Milwaukee Brewers
2026-08-31,5,Milwaukee Brewers,Kyle Harrison,1524.1,Chicago Cubs
2026-08-31,6,Atlanta Braves,Bryce Elder,1523.5,San Francisco Giants
2026-08-31,7,Chicago White Sox,Anthony Kay,1519.0,Houston Astros
2026-08-31,8,Los Angeles Angels,Walbert Ureña,1517.3,New York Yankees
2026-08-31,9,Boston Red Sox,Payton Tolle,1516.6,Seattle Mariners
2026-08-31,10,Detroit Tigers,Jackson Jobe,1509.6,Minnesota Twins
2026-08-31,11,New York Mets,Robert Stock,1508.0,Tampa Bay Rays
2026-08-31,12,Tampa Bay Rays,Ian Seymour,1503.2,New York Mets
2026-08-31,13,New York Yankees,Elmer Rodríguez,1500.5,Los Angeles Angels
2026-08-31,14,San Francisco Giants,Anthony Molina,1500.5,Atlanta Braves
2026-08-31,15,Arizona Diamondbacks,Brandon Pfaadt,1496.3,Philadelphia Phillies
2026-08-31,16,Philadelphia Phillies,Aaron Nola,1494.8,Arizona Diamondbacks
2026-08-31,17,Cincinnati Reds,Brady Singer,1494.4,San Diego Padres
2026-08-31,18,Miami Marlins,Ryan Gusto,1488.0,Washington Nationals
2026-08-31,19,Houston Astros,Peter Lambert,1487.2,Chicago White Sox
2026-08-31,20,Athletics,Gage Jump,1482.4,Texas Rangers
2026-08-31,21,Minnesota Twins,Taj Bradley,1481.6,Detroit Tigers
2026-08-31,22,Baltimore Orioles,Cade Povich,1462.6,Colorado Rockies
2026-08-31,23,Colorado Rockies,Tanner Gordon,1447.7,Baltimore Orioles
2026-08-31,24,Washington Nationals,Will Dion,,Miami Marlins
