as_of_date,rank,team,pitcher,rating,opponent
2026-08-02,1,Philadelphia Phillies,Zack Wheeler,1636.9,Baltimore Orioles
2026-08-02,2,New York Yankees,Gerrit Cole,1600.8,Chicago Cubs
2026-08-02,3,Seattle Mariners,George Kirby,1568.5,Minnesota Twins
2026-08-02,4,Baltimore Orioles,Kyle Bradish,1565.3,Philadelphia Phillies
2026-08-02,5,Miami Marlins,Sandy Alcantara,1552.6,New York Mets
2026-08-02,6,Arizona Diamondbacks,Merrill Kelly,1545.3,Cleveland Guardians
2026-08-02,7,Cleveland Guardians,Gavin Williams,1540.6,Arizona Diamondbacks
2026-08-02,8,Toronto Blue Jays,Max Scherzer,1540.4,St. Louis Cardinals
2026-08-02,9,Milwaukee Brewers,Jacob Misiorowski,1531.7,Los Angeles Angels
2026-08-02,10,Detroit Tigers,Keider Montero,1530.7,Athletics
2026-08-02,11,Cincinnati Reds,Chase Burns,1522.5,Pittsburgh Pirates
2026-08-02,12,Boston Red Sox,Jake Bennett,1519.5,Los Angeles Dodgers
2026-08-02,13,Los Angeles Angels,Walbert Ureña,1517.6,Milwaukee Brewers
2026-08-02,14,Chicago White Sox,Anthony Kay,1515.9,Tampa Bay Rays
2026-08-02,15,San Francisco Giants,Landen Roupp,1515.4,San Diego Padres
2026-08-02,16,Kansas City Royals,Seth Lugo,1509.8,Colorado Rockies
2026-08-02,17,Houston Astros,Peter Lambert,1505.7,Texas Rangers
2026-08-02,18,New York Mets,Robert Stock,1502.6,Miami Marlins
2026-08-02,19,Atlanta Braves,JR Ritchie,1496.8,Washington Nationals
2026-08-02,20,Pittsburgh Pirates,Mitch Keller,1495.9,Cincinnati Reds
2026-08-02,21,Chicago Cubs,Colin Rea,1495.0,New York Yankees
2026-08-02,22,Los Angeles Dodgers,Emmet Sheehan,1493.3,Boston Red Sox
2026-08-02,23,Tampa Bay Rays,Griffin Jax,1488.8,Chicago White Sox
2026-08-02,24,Athletics,Gage Jump,1486.9,Detroit Tigers
2026-08-02,25,Minnesota Twins,Taj Bradley,1486.8,Seattle Mariners
2026-08-02,26,San Diego Padres,Kyle Hart,1486.0,San Francisco Giants
2026-08-02,27,Texas Rangers,Kumar Rocker,1484.6,Houston Astros
2026-08-02,28,Washington Nationals,Cade Cavalli,1481.1,Atlanta Braves
2026-08-02,29,St. Louis Cardinals,Matthew Liberatore,1479.4,Toronto Blue Jays
2026-08-02,30,Colorado Rockies,Kyle Freeland,1411.1,Kansas City Royals
