as_of_date,game_pk,home_team,home_combined_rating,away_team,away_combined_rating,elo_diff,home_win_prob
2026-08-11,822697,Washington Nationals,1491.3,Chicago Cubs,1565.6,-74.3,40.2
2026-08-11,822778,Toronto Blue Jays,1499.7,Boston Red Sox,1568.2,-68.5,43.6
2026-08-11,823019,St. Louis Cardinals,1499.1,Philadelphia Phillies,1527.4,-28.3,48.9
2026-08-11,823186,San Francisco Giants,1470.5,Houston Astros,1510.0,-39.5,49.3
2026-08-11,823264,San Diego Padres,1519.1,Milwaukee Brewers,1568.4,-49.3,46.6
2026-08-11,823512,New York Yankees,1544.8,Seattle Mariners,1496.1,48.7,61.4
2026-08-11,823673,Minnesota Twins,1485.3,Baltimore Orioles,1515.2,-29.9,49.6
2026-08-11,823832,Miami Marlins,1510.0,Pittsburgh Pirates,1507.2,2.8,53.5
2026-08-11,823917,Los Angeles Dodgers,1541.1,Kansas City Royals,1464.0,77.1,66.7
2026-08-11,823997,Los Angeles Angels,1444.9,Texas Rangers,1506.6,-61.7,43.4
2026-08-11,824240,Detroit Tigers,1532.5,Cleveland Guardians,1505.9,26.6,56.6
2026-08-11,824563,Chicago White Sox,1510.5,Cincinnati Reds,1497.1,13.4,56.7
2026-08-11,824886,Atlanta Braves,1551.9,New York Mets,1499.7,52.2,60.2
2026-08-11,824970,Athletics,1432.5,Tampa Bay Rays,1543.0,-110.5,37.3
2026-08-11,825046,Arizona Diamondbacks,1524.3,Colorado Rockies,1429.7,94.6,65.4
