as_of_date,game_pk,home_team,home_combined_rating,away_team,away_combined_rating,elo_diff,home_win_prob
2026-09-01,822687,Washington Nationals,1484.9,Atlanta Braves,1541.0,-56.1,42.7
2026-09-01,822854,Texas Rangers,1493.0,Athletics,1420.9,72.1,63.2
2026-09-01,822929,Tampa Bay Rays,1532.7,New York Mets,1502.9,29.8,59.2
2026-09-01,823340,Pittsburgh Pirates,1515.9,San Francisco Giants,1464.4,51.5,59.8
2026-09-01,823661,Minnesota Twins,1475.5,Detroit Tigers,1503.4,-27.9,49.9
2026-09-01,823908,Los Angeles Dodgers,1545.5,St. Louis Cardinals,1504.0,41.5,62.0
2026-09-01,823984,Los Angeles Angels,1459.0,New York Yankees,1547.3,-88.3,39.7
2026-09-01,824070,Kansas City Royals,1493.2,Miami Marlins,1511.0,-17.8,50.0
2026-09-01,824148,Houston Astros,1496.4,Chicago White Sox,1513.8,-17.4,52.8
2026-09-01,824313,Colorado Rockies,1424.4,Baltimore Orioles,1529.5,-105.1,39.3
2026-09-01,824391,Cleveland Guardians,1518.0,Toronto Blue Jays,1515.3,2.7,53.3
2026-09-01,824472,Cincinnati Reds,1485.9,San Diego Padres,1531.9,-46.0,46.0
2026-09-01,824633,Chicago Cubs,1553.6,Milwaukee Brewers,1572.2,-18.6,49.7
2026-09-01,824716,Boston Red Sox,1561.5,Seattle Mariners,1484.4,77.1,63.4
2026-09-01,825038,Arizona Diamondbacks,1526.5,Philadelphia Phillies,1552.3,-25.8,48.5
