as_of_date,game_pk,home_team,home_combined_rating,away_team,away_combined_rating,elo_diff,home_win_prob
2026-07-19,822786,Toronto Blue Jays,1499.4,Chicago White Sox,1511.0,-11.6,51.7
2026-07-19,823113,Seattle Mariners,1516.0,San Francisco Giants,1475.8,40.2,59.6
2026-07-19,823439,Philadelphia Phillies,1541.2,New York Mets,1477.6,63.6,63.1
2026-07-19,823521,New York Yankees,1540.8,Los Angeles Dodgers,1560.6,-19.8,51.7
2026-07-19,823523,New York Yankees,1540.8,Los Angeles Dodgers,1560.6,-19.8,51.7
2026-07-19,823764,Milwaukee Brewers,1572.1,Miami Marlins,1523.8,48.3,59.4
2026-07-19,824007,Los Angeles Angels,1454.6,Detroit Tigers,1516.9,-62.3,43.3
2026-07-19,824086,Kansas City Royals,1463.5,San Diego Padres,1496.3,-32.8,47.8
2026-07-19,824168,Houston Astros,1490.9,Baltimore Orioles,1520.6,-29.7,51.0
2026-07-19,824330,Colorado Rockies,1440.0,Cincinnati Reds,1487.9,-47.9,47.4
2026-07-19,824411,Cleveland Guardians,1530.5,Pittsburgh Pirates,1522.2,8.3,54.1
2026-07-19,824653,Chicago Cubs,1542.7,Minnesota Twins,1489.8,52.9,59.8
2026-07-19,824739,Boston Red Sox,1543.1,Tampa Bay Rays,1514.5,28.6,56.7
2026-07-19,824897,Atlanta Braves,1533.5,Texas Rangers,1512.8,20.7,55.8
2026-07-19,824978,Athletics,1451.3,Washington Nationals,1498.9,-47.6,46.1
2026-07-19,825057,Arizona Diamondbacks,1512.8,St. Louis Cardinals,1514.4,-1.6,52.0
