as_of_date,game_pk,home_team,home_combined_rating,away_team,away_combined_rating,elo_diff,home_win_prob
2026-09-14,822765,Toronto Blue Jays,1521.2,Detroit Tigers,1498.6,22.6,56.6
2026-09-14,823006,St. Louis Cardinals,1494.7,San Francisco Giants,1463.1,31.6,57.4
2026-09-14,823575,New York Mets,1516.9,Baltimore Orioles,1512.0,4.9,54.5
2026-09-14,823656,Minnesota Twins,1474.1,New York Yankees,1550.7,-76.6,42.9
2026-09-14,823981,Los Angeles Angels,1450.1,Seattle Mariners,1483.3,-33.2,47.5
2026-09-14,824308,Colorado Rockies,1415.5,San Diego Padres,1541.8,-126.3,36.5
2026-09-14,824386,Cleveland Guardians,1513.0,Chicago White Sox,1500.6,12.4,54.7
2026-09-14,824465,Cincinnati Reds,1481.8,Los Angeles Dodgers,1547.2,-65.4,43.2
2026-09-14,824629,Chicago Cubs,1547.1,Atlanta Braves,1551.0,-3.9,51.8
2026-09-14,825034,Arizona Diamondbacks,1527.2,Miami Marlins,1512.1,15.1,54.4
