as_of_date,rank,team,pitcher,rating,opponent
2026-07-16,1,New York Mets,Christian Scott,1498.2,Philadelphia Phillies
2026-07-16,2,Philadelphia Phillies,Aaron Nola,1489.9,New York Mets
