as_of_date,game_pk,home_team,home_combined_rating,away_team,away_combined_rating,elo_diff,home_win_prob
2026-07-24,822707,Washington Nationals,1505.1,Arizona Diamondbacks,1519.6,-14.5,48.7
2026-07-24,822872,Texas Rangers,1506.7,Seattle Mariners,1516.4,-9.7,51.8
2026-07-24,822952,Tampa Bay Rays,1521.2,Cleveland Guardians,1530.1,-8.9,53.7
2026-07-24,823031,St. Louis Cardinals,1506.8,Cincinnati Reds,1493.6,13.2,54.8
2026-07-24,823196,San Francisco Giants,1466.2,Los Angeles Angels,1455.7,10.5,56.5
2026-07-24,823352,Pittsburgh Pirates,1525.9,Chicago Cubs,1542.8,-16.9,50.1
2026-07-24,823434,Philadelphia Phillies,1541.5,New York Yankees,1540.8,0.7,54.4
2026-07-24,823601,New York Mets,1479.8,Los Angeles Dodgers,1562.8,-83.0,41.9
2026-07-24,823680,Minnesota Twins,1487.3,Athletics,1446.6,40.7,59.6
2026-07-24,823759,Milwaukee Brewers,1572.2,Colorado Rockies,1438.8,133.4,70.5
2026-07-24,823843,Miami Marlins,1513.0,San Diego Padres,1500.8,12.2,54.8
2026-07-24,824248,Detroit Tigers,1516.7,Kansas City Royals,1467.7,49.0,59.8
2026-07-24,824573,Chicago White Sox,1514.5,Houston Astros,1491.7,22.8,58.0
2026-07-24,824733,Boston Red Sox,1543.2,Toronto Blue Jays,1499.0,44.2,58.9
2026-07-24,824812,Baltimore Orioles,1523.3,Atlanta Braves,1533.1,-9.8,48.4
