as_of_date,rank,team,pitcher,rating,opponent
2026-07-26,1,Seattle Mariners,Logan Gilbert,1601.8,Texas Rangers
2026-07-26,2,Texas Rangers,Jacob deGrom,1585.8,Seattle Mariners
2026-07-26,3,Philadelphia Phillies,Cristopher Sánchez,1572.5,New York Yankees
2026-07-26,4,Boston Red Sox,Ranger Suarez,1567.9,Toronto Blue Jays
2026-07-26,5,Detroit Tigers,Framber Valdez,1567.6,Kansas City Royals
2026-07-26,6,New York Mets,Freddy Peralta,1567.1,Los Angeles Dodgers
2026-07-26,7,Cincinnati Reds,Andrew Abbott,1557.2,St. Louis Cardinals
2026-07-26,8,Tampa Bay Rays,Drew Rasmussen,1556.0,Cleveland Guardians
2026-07-26,9,Toronto Blue Jays,Kevin Gausman,1555.6,Boston Red Sox
2026-07-26,10,Chicago Cubs,Jameson Taillon,1543.9,Pittsburgh Pirates
2026-07-26,11,Atlanta Braves,Reynaldo López,1536.3,Baltimore Orioles
2026-07-26,12,Cleveland Guardians,Parker Messick,1533.4,Tampa Bay Rays
2026-07-26,13,Baltimore Orioles,Shane Baz,1530.8,Atlanta Braves
2026-07-26,14,Milwaukee Brewers,Jacob Misiorowski,1530.7,Colorado Rockies
2026-07-26,15,San Diego Padres,Walker Buehler,1528.1,Miami Marlins
2026-07-26,16,Houston Astros,Ronel Blanco,1526.1,Chicago White Sox
2026-07-26,17,St. Louis Cardinals,Kyle Leahy,1513.8,Cincinnati Reds
2026-07-26,18,Pittsburgh Pirates,Braxton Ashcraft,1509.9,Chicago Cubs
2026-07-26,19,San Francisco Giants,Carson Whisenhunt,1506.6,Los Angeles Angels
2026-07-26,20,Kansas City Royals,Luinder Avila,1506.1,Detroit Tigers
2026-07-26,21,Miami Marlins,Janson Junk,1501.4,San Diego Padres
2026-07-26,22,Arizona Diamondbacks,Kohl Drake,1493.6,Washington Nationals
2026-07-26,23,Athletics,Jeffrey Springs,1488.6,Minnesota Twins
2026-07-26,24,Los Angeles Dodgers,Emmet Sheehan,1487.8,New York Mets
2026-07-26,25,Los Angeles Angels,José Soriano,1483.2,San Francisco Giants
2026-07-26,26,Washington Nationals,Miles Mikolas,1481.3,Arizona Diamondbacks
2026-07-26,27,Minnesota Twins,Connor Prielipp,1475.1,Athletics
2026-07-26,28,Chicago White Sox,Erick Fedde,1469.1,Houston Astros
2026-07-26,29,New York Yankees,Will Warren,1468.0,Philadelphia Phillies
2026-07-26,30,Colorado Rockies,Kyle Freeland,1409.9,Milwaukee Brewers
