as_of_date,rank,team,elo_rating,anticipated_win_pct
2026-09-12,1,Milwaukee Brewers,1561.2,58.7
2026-09-12,2,Boston Red Sox,1547.9,56.8
2026-09-12,3,Chicago Cubs,1534.0,54.8
2026-09-12,4,Los Angeles Dodgers,1533.1,54.7
2026-09-12,5,Atlanta Braves,1531.0,54.4
2026-09-12,6,New York Yankees,1529.5,54.2
2026-09-12,7,San Diego Padres,1528.3,54.0
2026-09-12,8,Philadelphia Phillies,1525.9,53.7
2026-09-12,9,Arizona Diamondbacks,1523.5,53.3
2026-09-12,10,Tampa Bay Rays,1519.9,52.8
2026-09-12,11,New York Mets,1509.9,51.4
2026-09-12,12,Pittsburgh Pirates,1509.8,51.4
2026-09-12,13,Miami Marlins,1507.3,51.0
2026-09-12,14,Houston Astros,1506.7,50.9
2026-09-12,15,Baltimore Orioles,1506.5,50.9
2026-09-12,16,Toronto Blue Jays,1506.5,50.9
2026-09-12,17,Chicago White Sox,1502.8,50.4
2026-09-12,18,St. Louis Cardinals,1494.5,49.2
2026-09-12,19,Cleveland Guardians,1491.9,48.8
2026-09-12,20,Texas Rangers,1486.5,48.0
2026-09-12,21,Washington Nationals,1482.8,47.5
2026-09-12,22,Kansas City Royals,1482.7,47.5
2026-09-12,23,Minnesota Twins,1480.8,47.2
2026-09-12,24,Detroit Tigers,1480.6,47.2
2026-09-12,25,Cincinnati Reds,1480.2,47.1
2026-09-12,26,Seattle Mariners,1460.6,44.3
2026-09-12,27,Los Angeles Angels,1455.8,43.6
2026-09-12,28,San Francisco Giants,1447.7,42.5
2026-09-12,29,Athletics,1443.3,41.9
2026-09-12,30,Colorado Rockies,1435.0,40.7
