as_of_date,game_pk,home_team,home_combined_rating,away_team,away_combined_rating,elo_diff,home_win_prob
2026-09-11,822684,Washington Nationals,1478.5,Los Angeles Angels,1459.8,18.7,53.4
2026-09-11,822767,Toronto Blue Jays,1521.1,Baltimore Orioles,1518.6,2.5,53.7
2026-09-11,822930,Tampa Bay Rays,1537.6,Houston Astros,1507.5,30.1,59.2
2026-09-11,823012,St. Louis Cardinals,1494.8,Chicago White Sox,1506.6,-11.8,51.2
2026-09-11,823173,San Francisco Giants,1463.3,San Diego Padres,1537.2,-73.9,44.4
2026-09-11,823498,New York Yankees,1550.6,New York Mets,1518.4,32.2,59.1
2026-09-11,823659,Minnesota Twins,1474.9,Cleveland Guardians,1511.2,-36.3,48.6
2026-09-11,823736,Milwaukee Brewers,1570.7,Cincinnati Reds,1491.3,79.4,63.6
2026-09-11,823817,Miami Marlins,1512.2,Los Angeles Dodgers,1552.9,-40.7,47.2
2026-09-11,824227,Detroit Tigers,1499.0,Colorado Rockies,1426.7,72.3,63.0
2026-09-11,824631,Chicago Cubs,1547.0,Pittsburgh Pirates,1521.6,25.4,56.0
2026-09-11,824711,Boston Red Sox,1565.3,Kansas City Royals,1491.5,73.8,63.0
2026-09-11,824873,Atlanta Braves,1551.9,Philadelphia Phillies,1552.3,-0.4,52.8
2026-09-11,824954,Athletics,1434.2,Seattle Mariners,1492.2,-58.0,44.6
2026-09-11,825036,Arizona Diamondbacks,1527.2,Texas Rangers,1492.6,34.6,57.2
