as_of_date,game_pk,home_team,home_combined_rating,away_team,away_combined_rating,elo_diff,home_win_prob
2026-09-07,823175,San Francisco Giants,1463.4,St. Louis Cardinals,1505.6,-42.2,48.9
2026-09-07,823254,San Diego Padres,1526.1,Washington Nationals,1482.9,43.2,59.8
2026-09-07,823415,Philadelphia Phillies,1555.1,Atlanta Braves,1551.1,4.0,54.8
2026-09-07,823742,Milwaukee Brewers,1570.3,Chicago Cubs,1550.9,19.4,55.3
2026-09-07,823820,Miami Marlins,1512.8,New York Mets,1508.2,4.6,53.7
2026-09-07,823902,Los Angeles Dodgers,1545.7,Cincinnati Reds,1498.6,47.1,62.8
2026-09-07,824062,Kansas City Royals,1493.1,Arizona Diamondbacks,1528.0,-34.9,47.5
2026-09-07,824229,Detroit Tigers,1498.4,Minnesota Twins,1474.6,23.8,56.2
2026-09-07,824715,Boston Red Sox,1565.3,Los Angeles Angels,1447.5,117.8,68.7
2026-09-07,824793,Baltimore Orioles,1523.0,Cleveland Guardians,1508.6,14.4,51.9
2026-09-07,824958,Athletics,1434.1,Toronto Blue Jays,1526.1,-92.0,39.8
