as_of_date,game_pk,home_team,home_combined_rating,away_team,away_combined_rating,elo_diff,home_win_prob
2026-08-27,822694,Washington Nationals,1485.0,Colorado Rockies,1428.1,56.9,58.9
2026-08-27,822771,Toronto Blue Jays,1515.0,Kansas City Royals,1488.3,26.7,57.2
2026-08-27,823014,St. Louis Cardinals,1504.4,Baltimore Orioles,1522.2,-17.8,50.4
2026-08-27,823179,San Francisco Giants,1454.9,Arizona Diamondbacks,1530.5,-75.6,44.1
2026-08-27,823503,New York Yankees,1548.1,Houston Astros,1492.3,55.8,62.3
2026-08-27,823581,New York Mets,1506.1,Milwaukee Brewers,1578.7,-72.6,43.4
2026-08-27,824879,Atlanta Braves,1541.5,Los Angeles Dodgers,1547.8,-6.3,52.0
