as_of_date,rank,team,pitcher,rating,opponent
2026-07-10,1,Atlanta Braves,Chris Sale,1600.7,St. Louis Cardinals
2026-07-10,2,Boston Red Sox,Sonny Gray,1563.0,New York Mets
2026-07-10,3,Toronto Blue Jays,Shane Bieber,1561.3,San Diego Padres
2026-07-10,4,Chicago Cubs,Shota Imanaga,1554.5,Cincinnati Reds
2026-07-10,5,San Francisco Giants,Robbie Ray,1553.4,Colorado Rockies
2026-07-10,6,Los Angeles Dodgers,Shohei Ohtani,1552.3,Arizona Diamondbacks
2026-07-10,7,Tampa Bay Rays,Nick Martinez,1548.2,Seattle Mariners
2026-07-10,8,Miami Marlins,Sandy Alcantara,1540.1,Cleveland Guardians
2026-07-10,9,Houston Astros,Hunter Brown,1537.5,Texas Rangers
2026-07-10,10,Seattle Mariners,Luis Castillo,1535.6,Tampa Bay Rays
2026-07-10,11,Cincinnati Reds,Hunter Greene,1528.9,Chicago Cubs
2026-07-10,12,Cleveland Guardians,Parker Messick,1524.7,Miami Marlins
2026-07-10,13,Pittsburgh Pirates,Braxton Ashcraft,1513.3,Milwaukee Brewers
2026-07-10,14,New York Mets,Nolan McLean,1511.8,Boston Red Sox
2026-07-10,15,Arizona Diamondbacks,Eduardo Rodriguez,1511.8,Los Angeles Dodgers
2026-07-10,16,St. Louis Cardinals,Kyle Leahy,1507.8,Atlanta Braves
2026-07-10,17,Milwaukee Brewers,Brandon Sproat,1505.4,Pittsburgh Pirates
2026-07-10,18,Kansas City Royals,Luinder Avila,1505.1,Baltimore Orioles
2026-07-10,19,Chicago White Sox,Sean Burke,1504.0,Athletics
2026-07-10,20,Baltimore Orioles,Brandon Young,1497.3,Kansas City Royals
2026-07-10,21,Philadelphia Phillies,Aaron Nola,1495.1,Detroit Tigers
2026-07-10,22,Washington Nationals,Carson Palmquist,1494.3,New York Yankees
2026-07-10,23,Los Angeles Angels,Grayson Rodriguez,1491.0,Minnesota Twins
2026-07-10,24,New York Yankees,Ryan Weathers,1487.0,Washington Nationals
2026-07-10,25,Athletics,Jacob Lopez,1480.7,Chicago White Sox
2026-07-10,26,Texas Rangers,Cal Quantrill,1480.0,Houston Astros
2026-07-10,27,Detroit Tigers,Jack Flaherty,1473.6,Philadelphia Phillies
2026-07-10,28,San Diego Padres,JP Sears,1471.9,Toronto Blue Jays
2026-07-10,29,Minnesota Twins,Zebby Matthews,1471.5,Los Angeles Angels
2026-07-10,30,Colorado Rockies,Tanner Gordon,1449.2,San Francisco Giants
