as_of_date,game_pk,home_team,home_combined_rating,away_team,away_combined_rating,elo_diff,home_win_prob
2026-07-27,822705,Washington Nationals,1505.3,Toronto Blue Jays,1486.3,19.0,53.5
2026-07-27,822868,Texas Rangers,1507.2,Seattle Mariners,1510.4,-3.2,52.7
2026-07-27,823025,St. Louis Cardinals,1507.2,Chicago Cubs,1546.5,-39.3,47.3
2026-07-27,823195,San Francisco Giants,1466.4,Milwaukee Brewers,1572.0,-105.6,39.9
2026-07-27,823353,Pittsburgh Pirates,1525.4,Arizona Diamondbacks,1516.2,9.2,53.8
2026-07-27,823597,New York Mets,1480.3,Atlanta Braves,1540.7,-60.4,45.1
2026-07-27,823839,Miami Marlins,1512.5,Philadelphia Phillies,1541.9,-29.4,48.9
2026-07-27,824001,Los Angeles Angels,1455.4,Houston Astros,1494.9,-39.5,46.6
2026-07-27,824245,Detroit Tigers,1517.1,Baltimore Orioles,1523.4,-6.3,51.9
2026-07-27,824490,Cincinnati Reds,1496.7,Cleveland Guardians,1515.4,-18.7,49.9
2026-07-27,824570,Chicago White Sox,1514.1,New York Yankees,1539.2,-25.1,51.2
2026-07-27,824977,Athletics,1445.1,Boston Red Sox,1543.4,-98.3,39.0
