as_of_date,rank,team,pitcher,rating,opponent
2026-08-05,1,Cleveland Guardians,Tanner Bibee,1571.7,New York Mets
2026-08-05,2,Boston Red Sox,Sonny Gray,1569.4,Chicago White Sox
2026-08-05,3,Chicago Cubs,Shota Imanaga,1569.1,Los Angeles Dodgers
2026-08-05,4,Tampa Bay Rays,Nick Martinez,1559.1,Colorado Rockies
2026-08-05,5,Pittsburgh Pirates,Paul Skenes,1554.1,Milwaukee Brewers
2026-08-05,6,Toronto Blue Jays,Jameson Taillon,1545.6,Houston Astros
2026-08-05,7,Houston Astros,Hunter Brown,1540.0,Toronto Blue Jays
2026-08-05,8,Seattle Mariners,Bryan Woo,1535.8,Detroit Tigers
2026-08-05,9,St. Louis Cardinals,Andre Pallante,1528.6,New York Yankees
2026-08-05,10,Colorado Rockies,Tomoyuki Sugano,1526.7,Tampa Bay Rays
2026-08-05,11,Milwaukee Brewers,Kyle Harrison,1522.5,Pittsburgh Pirates
2026-08-05,12,Atlanta Braves,Bryce Elder,1520.9,Miami Marlins
2026-08-05,13,San Diego Padres,Casey Mize,1520.9,Arizona Diamondbacks
2026-08-05,14,Chicago White Sox,Sean Burke,1520.2,Boston Red Sox
2026-08-05,15,New York Mets,Christian Scott,1512.0,Cleveland Guardians
2026-08-05,16,Los Angeles Dodgers,Eric Lauer,1511.8,Chicago Cubs
2026-08-05,17,Arizona Diamondbacks,Mitch Bratt,1504.7,San Diego Padres
2026-08-05,18,Miami Marlins,Eury Pérez,1503.0,Atlanta Braves
2026-08-05,19,Baltimore Orioles,Trevor Rogers,1502.4,Los Angeles Angels
2026-08-05,20,San Francisco Giants,Carson Whisenhunt,1501.0,Texas Rangers
2026-08-05,21,Texas Rangers,Cody Bradford,1500.9,San Francisco Giants
2026-08-05,22,Cincinnati Reds,Rhett Lowder,1497.9,Athletics
2026-08-05,23,Detroit Tigers,Drew Anderson,1497.5,Seattle Mariners
2026-08-05,24,Kansas City Royals,Noah Cameron,1497.4,Minnesota Twins
2026-08-05,25,Minnesota Twins,Dean Kremer,1496.5,Kansas City Royals
2026-08-05,26,Philadelphia Phillies,Andrew Painter,1492.4,Washington Nationals
2026-08-05,27,Los Angeles Angels,Reid Detmers,1491.6,Baltimore Orioles
2026-08-05,28,Athletics,Jacob Lopez,1480.9,Cincinnati Reds
2026-08-05,29,Washington Nationals,Jake Irvin,1470.4,Philadelphia Phillies
2026-08-05,30,New York Yankees,Will Warren,1467.1,St. Louis Cardinals
