as_of_date,rank,pitcher,rating
2026-09-15,191,Zach Agnos,1505.2
2026-09-15,192,Drey Jameson,1505.2
2026-09-15,193,Johnny Cueto,1505.1
2026-09-15,194,Ryan Yarbrough,1505.1
2026-09-15,195,Brant Hurter,1505.0
2026-09-15,196,Taylor Clarke,1504.9
2026-09-15,197,Devin Smeltzer,1504.8
2026-09-15,198,Eduardo Rivera,1504.8
2026-09-15,199,Jordan Montgomery,1504.6
2026-09-15,200,A.J. Alexy,1504.6
2026-09-15,201,Robert Gasser,1504.6
2026-09-15,202,Brandon Eisert,1504.5
2026-09-15,203,Trevor McDonald,1504.4
2026-09-15,204,Sixto Sánchez,1504.4
2026-09-15,205,Ryan Borucki,1504.4
2026-09-15,206,Hyun Jin Ryu,1504.4
2026-09-15,207,Josh Winder,1504.2
2026-09-15,208,Steven Brault,1504.1
2026-09-15,209,John Schreiber,1503.9
2026-09-15,210,Hunter Dobbins,1503.8
2026-09-15,211,Brandon Young,1503.8
2026-09-15,212,Luis Diaz,1503.8
2026-09-15,213,Jakob Junis,1503.7
2026-09-15,214,Justin Wrobleski,1503.7
2026-09-15,215,Quinn Mathews,1503.6
2026-09-15,216,Jovani Morán,1503.6
2026-09-15,217,Adrian Morejon,1503.6
2026-09-15,218,Hunter Bigge,1503.6
2026-09-15,219,Brandon Sproat,1503.5
2026-09-15,220,Victor González,1503.5
2026-09-15,221,Drew Smyly,1503.4
2026-09-15,222,Bryan Garcia,1503.4
2026-09-15,223,Carson Whisenhunt,1503.4
2026-09-15,224,Luke Farrell,1503.4
2026-09-15,225,Chris Ellis,1503.4
2026-09-15,226,Josh Winckowski,1503.3
2026-09-15,227,George Klassen,1503.2
2026-09-15,228,Charlie Barnes,1503.2
2026-09-15,229,Matt Peacock,1503.2
2026-09-15,230,Brett Kennedy,1503.2
2026-09-15,231,Cody Morris,1503.2
2026-09-15,232,J.P. Feyereisen,1503.1
2026-09-15,233,Josh Staumont,1503.1
2026-09-15,234,Ryan Rolison,1503.1
2026-09-15,235,Easton McGee,1503.1
2026-09-15,236,Matt Gage,1503.1
2026-09-15,237,Michael Pineda,1503.1
2026-09-15,238,Kris Bubic,1503.1
2026-09-15,239,Miguel Díaz,1503.1
2026-09-15,240,Ryan Weathers,1503.0
2026-09-15,241,Yunior Marte,1503.0
2026-09-15,242,Shelby Miller,1502.9
2026-09-15,243,Jonathan Loáisiga,1502.9
2026-09-15,244,Tyler Phillips,1502.9
2026-09-15,245,Scott Alexander,1502.8
2026-09-15,246,Garrett Hill,1502.8
2026-09-15,247,Kohl Stewart,1502.7
2026-09-15,248,Jimmy Herget,1502.7
2026-09-15,249,Spencer Turnbull,1502.6
2026-09-15,250,Hagen Smith,1502.6
2026-09-15,251,Andrew Kittredge,1502.6
2026-09-15,252,Hogan Harris,1502.6
2026-09-15,253,Tobias Myers,1502.5
2026-09-15,254,John Curtiss,1502.5
2026-09-15,255,Hoby Milner,1502.5
2026-09-15,256,Eric Lauer,1502.4
2026-09-15,257,Nick Neidert,1502.4
2026-09-15,258,Elvis Peguero,1502.4
2026-09-15,259,Matt Svanson,1502.4
2026-09-15,260,Kent Emanuel,1502.4
2026-09-15,261,Paxton Schultz,1502.3
2026-09-15,262,Beck Way,1502.3
2026-09-15,263,Miguel Castro,1502.3
2026-09-15,264,Randy Rodríguez,1502.3
2026-09-15,265,José De León,1502.3
2026-09-15,266,Julian Merryweather,1502.3
2026-09-15,267,Pedro Avila,1502.3
2026-09-15,268,Bryan Shaw,1502.2
2026-09-15,269,Jhony Brito,1502.2
2026-09-15,270,Drew Pomeranz,1502.2
2026-09-15,271,Kyle Tyler,1502.2
2026-09-15,272,Ian Anderson,1502.2
2026-09-15,273,Tejay Antone,1502.1
2026-09-15,274,Angel Zerpa,1502.1
2026-09-15,275,Ben Braymer,1502.1
2026-09-15,276,Shawn Armstrong,1502.0
2026-09-15,277,Pierce Johnson,1502.0
2026-09-15,278,Garrett Cleavinger,1502.0
2026-09-15,279,John Brebbia,1502.0
2026-09-15,280,Matt Sauer,1502.0
2026-09-15,281,DL Hall,1501.9
2026-09-15,282,Ethan Pecko,1501.9
2026-09-15,283,Justin Bruihl,1501.9
2026-09-15,284,Luis Perdomo,1501.9
2026-09-15,285,Tristan Beck,1501.9
2026-09-15,286,Miguel Ullola,1501.9
2026-09-15,287,Jefry Rodriguez,1501.9
2026-09-15,288,Bryan King,1501.9
2026-09-15,289,Juan Mejia,1501.9
2026-09-15,290,Trevor Megill,1501.9
2026-09-15,291,Dominic Leone,1501.9
2026-09-15,292,Steven Okert,1501.8
2026-09-15,293,Dillon Peters,1501.8
2026-09-15,294,Cole Winn,1501.8
2026-09-15,295,Will Vest,1501.8
2026-09-15,296,Charlie Morton,1501.8
2026-09-15,297,Danny Young,1501.8
2026-09-15,298,Aaron Slegers,1501.7
2026-09-15,299,Sam Moll,1501.7
2026-09-15,300,Jose Cuas,1501.7
2026-09-15,301,Andrew Walters,1501.7
2026-09-15,302,Anthony Veneziano,1501.6
2026-09-15,303,Zach Thornton,1501.6
2026-09-15,304,Josh A. Smith,1501.6
2026-09-15,305,Calvin Faucher,1501.6
2026-09-15,306,Will Dion,1501.6
2026-09-15,307,Tyler Anderson,1501.6
2026-09-15,308,Conner Menez,1501.6
2026-09-15,309,David Robertson,1501.6
2026-09-15,310,Corey Kluber,1501.6
2026-09-15,311,Jackson Rutledge,1501.5
2026-09-15,312,Darius Vines,1501.5
2026-09-15,313,Austin Davis,1501.5
2026-09-15,314,Caleb Boushley,1501.5
2026-09-15,315,Nick Goody,1501.5
2026-09-15,316,Matt Bowman,1501.5
2026-09-15,317,Kyle Nelson,1501.4
2026-09-15,318,Cristian Mena,1501.4
2026-09-15,319,Jose Alvarez,1501.4
2026-09-15,320,Mike Fiers,1501.4
2026-09-15,321,Travis Lakins,1501.4
2026-09-15,322,Tony Santillan,1501.4
2026-09-15,323,Anthony Bender,1501.4
2026-09-15,324,Jordan Zimmermann,1501.3
2026-09-15,325,Steven Wilson,1501.3
2026-09-15,326,Pete Fairbanks,1501.3
2026-09-15,327,Joel Payamps,1501.3
2026-09-15,328,Noah Cameron,1501.3
2026-09-15,329,Paul Blackburn,1501.3
2026-09-15,330,Chris Stratton,1501.2
2026-09-15,331,Masahiro Tanaka,1501.2
2026-09-15,332,Kaleb Ort,1501.2
2026-09-15,333,Tommy Hunter,1501.2
2026-09-15,334,Spencer Bivens,1501.2
2026-09-15,335,Mason Adams,1501.2
2026-09-15,336,Ramón Rosso,1501.1
2026-09-15,337,AJ Blubaugh,1501.1
2026-09-15,338,Javy Guerra,1501.1
2026-09-15,339,David Phelps,1501.1
2026-09-15,340,Jimmy Cordero,1501.1
2026-09-15,341,Tyler Samaniego,1501.1
2026-09-15,342,Chris Mazza,1501.1
2026-09-15,343,Garrett Whitlock,1501.0
2026-09-15,344,Daniel Castano,1501.0
2026-09-15,345,Robby Snelling,1501.0
2026-09-15,346,Alec Mills,1501.0
2026-09-15,347,Yohan Ramírez,1501.0
2026-09-15,348,Jhonathan Díaz,1501.0
2026-09-15,349,Trevor Richards,1501.0
2026-09-15,350,Aaron Sanchez,1501.0
2026-09-15,351,Anthony Maldonado,1500.9
2026-09-15,352,Jayden Murray,1500.9
2026-09-15,353,Tyler Clippard,1500.9
2026-09-15,354,Gerson Garabito,1500.9
2026-09-15,355,Riley Martin,1500.9
2026-09-15,356,Jonathan Bermúdez,1500.9
2026-09-15,357,Kyle Cody,1500.9
2026-09-15,358,Corey Oswalt,1500.9
2026-09-15,359,Edwin Uceta,1500.9
2026-09-15,360,Tayler Scott,1500.9
2026-09-15,361,Yerry Rodríguez,1500.9
2026-09-15,362,Andrew Albers,1500.9
2026-09-15,363,Stephen Nogosek,1500.9
2026-09-15,364,Justin Hagenman,1500.9
2026-09-15,365,Gabe Speier,1500.9
2026-09-15,366,Scott Effross,1500.9
2026-09-15,367,Ryan Thompson,1500.9
2026-09-15,368,Jonathan Diaz,1500.9
2026-09-15,369,Caleb Baragar,1500.9
2026-09-15,370,Phil Maton,1500.8
2026-09-15,371,Lucas Luetge,1500.8
2026-09-15,372,Zach Pop,1500.8
2026-09-15,373,Aaron Loup,1500.8
2026-09-15,374,A.J. Vukovich,1500.8
2026-09-15,375,Brandon Kintzler,1500.8
2026-09-15,376,John Gant,1500.7
2026-09-15,377,Nick Sandlin,1500.7
2026-09-15,378,Chris Rodriguez,1500.7
2026-09-15,379,Eddy Yean,1500.7
2026-09-15,380,Conner Greene,1500.7
2026-09-15,381,David Sandlin,1500.7
2026-09-15,382,Luis Ortiz,1500.7
2026-09-15,383,Homer Bailey,1500.6
2026-09-15,384,Jimmy Nelson,1500.6
2026-09-15,385,Wily Peralta,1500.6
2026-09-15,386,Sean Hjelle,1500.6
2026-09-15,387,Brett Martin,1500.6
2026-09-15,388,Joe Kelly,1500.5
2026-09-15,389,Alec Gamboa,1500.5
2026-09-15,390,Andrew Bellatti,1500.5
2026-09-15,391,Penn Murfee,1500.5
2026-09-15,392,Justin Topa,1500.5
2026-09-15,393,Jackson Wolf,1500.5
2026-09-15,394,Matt Moore,1500.4
2026-09-15,395,Ervin Santana,1500.4
2026-09-15,396,Ian Kennedy,1500.4
2026-09-15,397,Louis Head,1500.4
2026-09-15,398,Daniel Ponce de Leon,1500.4
2026-09-15,399,Matt Wisler,1500.4
2026-09-15,400,Junior Guerra,1500.3
2026-09-15,401,Duane Underwood Jr.,1500.3
2026-09-15,402,Matt Barnes,1500.3
2026-09-15,403,Asher Wojciechowski,1500.3
2026-09-15,404,Brady Basso,1500.3
2026-09-15,405,Joe Mantiply,1500.3
2026-09-15,406,Ryan Zeferjahn,1500.2
2026-09-15,407,Jay Jackson,1500.2
2026-09-15,408,Justin Dunn,1500.2
2026-09-15,409,Michel Baez,1500.2
2026-09-15,410,Evan Lee,1500.1
2026-09-15,411,Mason Englert,1500.1
2026-09-15,412,Anthony Banda,1500.1
2026-09-15,413,Collin Snider,1500.1
2026-09-15,414,Blair Henley,1500.1
2026-09-15,415,Peyton Battenfield,1500.1
2026-09-15,416,Jordan Leasure,1500.1
2026-09-15,417,Dylan Lee,1500.1
2026-09-15,418,Daniel Norris,1500.1
2026-09-15,419,Max Meyer,1500.1
2026-09-15,420,Alex Reyes,1500.0
2026-09-15,421,David Morgan,1500.0
2026-09-15,422,Thomas Hatch,1500.0
2026-09-15,423,Nick Wittgren,1500.0
2026-09-15,424,Seth Lugo,1500.0
2026-09-15,425,Darien Núñez,1500.0
2026-09-15,426,Jared Jones,1500.0
2026-09-15,427,Zach Neal,1499.9
2026-09-15,428,Daniel Espino,1499.9
2026-09-15,429,Aníbal Sánchez,1499.9
2026-09-15,430,Walter Pennington,1499.9
2026-09-15,431,Rico Garcia,1499.9
2026-09-15,432,Mike Paredes,1499.9
2026-09-15,433,Travis Bergen,1499.8
2026-09-15,434,Robert Dugger,1499.8
2026-09-15,435,Josh Taylor,1499.8
2026-09-15,436,Brett Anderson,1499.8
2026-09-15,437,Reed Garrett,1499.8
2026-09-15,438,Cade Gibson,1499.8
2026-09-15,439,Andre Jackson,1499.8
2026-09-15,440,James McArthur,1499.8
2026-09-15,441,Sebastian Castro,1499.8
2026-09-15,442,Jake Bird,1499.8
2026-09-15,443,Joey Lucchesi,1499.7
2026-09-15,444,Blake Parker,1499.7
2026-09-15,445,Cole Hamels,1499.7
2026-09-15,446,Andrew Alvarez,1499.7
2026-09-15,447,James Kaprielian,1499.7
2026-09-15,448,Dennis Santana,1499.7
2026-09-15,449,Cody Freeman,1499.7
2026-09-15,450,Jonathan Stiever,1499.7
2026-09-15,451,Sean Nolin,1499.6
2026-09-15,452,Mason Black,1499.6
2026-09-15,453,Josh Sborz,1499.6
2026-09-15,454,Logan Salow,1499.5
2026-09-15,455,Gio Gonzalez,1499.5
2026-09-15,456,Emilio Pagán,1499.5
2026-09-15,457,Blake Walston,1499.5
2026-09-15,458,Mike Kickham,1499.5
2026-09-15,459,Michael Mercado,1499.5
2026-09-15,460,Burch Smith,1499.5
2026-09-15,461,Tatsuya Imai,1499.5
2026-09-15,462,Hyeon-Jong Yang,1499.5
2026-09-15,463,Alex Vesia,1499.5
2026-09-15,464,Adonis Medina,1499.4
2026-09-15,465,Bryce Jarvis,1499.4
2026-09-15,466,Josh James,1499.4
2026-09-15,467,Adam Macko,1499.4
2026-09-15,468,Hunter Gaddis,1499.4
2026-09-15,469,Agustin Acosta,1499.4
2026-09-15,470,David Festa,1499.4
2026-09-15,471,Sam Hentges,1499.4
2026-09-15,472,Mike Montgomery,1499.3
2026-09-15,473,Dietrich Enns,1499.3
2026-09-15,474,Brent Honeywell,1499.3
2026-09-15,475,Adbert Alzolay,1499.3
2026-09-15,476,Brycen Mautz,1499.3
2026-09-15,477,Derek Law,1499.3
2026-09-15,478,Zack Thompson,1499.3
2026-09-15,479,Brad Peacock,1499.3
2026-09-15,480,Ian Seymour,1499.2
2026-09-15,481,Jhoulys Chacín,1499.2
2026-09-15,482,Brendan White,1499.2
2026-09-15,483,Abraham Toro,1499.2
2026-09-15,484,Eury Pérez,1499.2
2026-09-15,485,Joe Jacques,1499.1
2026-09-15,486,Jesse Chavez,1499.1
2026-09-15,487,Zack Littell,1499.1
2026-09-15,488,Dany Jiménez,1499.1
2026-09-15,489,Walker Lockett,1499.1
2026-09-15,490,Kendall Graveman,1499.1
2026-09-15,491,Robinson Leyer,1499.1
2026-09-15,492,Brandon Pfaadt,1499.0
2026-09-15,493,Luis Patiño,1499.0
2026-09-15,494,Mauricio Llovera,1499.0
2026-09-15,495,Riley O'Brien,1499.0
2026-09-15,496,Shinnosuke Ogasawara,1499.0
2026-09-15,497,Robbie Erlin,1499.0
2026-09-15,498,Jason Alexander,1499.0
2026-09-15,499,Chris Murphy,1498.9
2026-09-15,500,AJ Smith-Shawver,1498.9
2026-09-15,501,Chris Devenski,1498.9
2026-09-15,502,Robert Gsellman,1498.9
2026-09-15,503,Nick Margevicius,1498.9
2026-09-15,504,Carson Fulmer,1498.9
2026-09-15,505,Keynan Middleton,1498.8
2026-09-15,506,Kyle Zimmer,1498.8
2026-09-15,507,Mark Leiter Jr.,1498.8
2026-09-15,508,Carlos Rodriguez,1498.8
2026-09-15,509,David Hale,1498.8
2026-09-15,510,Héctor Santiago,1498.8
2026-09-15,511,Buck Farmer,1498.8
2026-09-15,512,Josh Osich,1498.8
2026-09-15,513,Ryan Walker,1498.8
2026-09-15,514,Justin Garza,1498.8
2026-09-15,515,Cesar Perdomo,1498.7
2026-09-15,516,Ashton Goudeau,1498.7
2026-09-15,517,Connor Brogdon,1498.7
2026-09-15,518,Andrew Morris,1498.7
2026-09-15,519,Max Kranick,1498.7
2026-09-15,520,José Ruiz,1498.6
2026-09-15,521,Bryan Baker,1498.6
2026-09-15,522,Paul Campbell,1498.6
2026-09-15,523,Kyle Backhus,1498.6
2026-09-15,524,Garrett Richards,1498.5
2026-09-15,525,Drew Anderson,1498.5
2026-09-15,526,Brock Burke,1498.5
2026-09-15,527,Rob Zastryzny,1498.5
2026-09-15,528,Tommy Nance,1498.4
2026-09-15,529,PJ Poulin,1498.4
2026-09-15,530,Michael Kopech,1498.4
2026-09-15,531,Bennett Sousa,1498.4
2026-09-15,532,Riley Cornelio,1498.4
2026-09-15,533,Reiss Knehr,1498.3
2026-09-15,534,Francisco Pérez,1498.3
2026-09-15,535,Chase Silseth,1498.3
2026-09-15,536,Matt Swarmer,1498.3
2026-09-15,537,Matt Hall,1498.3
2026-09-15,538,Scott Kazmir,1498.3
2026-09-15,539,Aaron Nola,1498.3
2026-09-15,540,Mason Miller,1498.3
2026-09-15,541,Sam Howard,1498.2
2026-09-15,542,Tyler Ivey,1498.2
2026-09-15,543,Lucas Gilbreath,1498.2
2026-09-15,544,Scott McGough,1498.2
2026-09-15,545,Kyle Funkhouser,1498.2
2026-09-15,546,Matt Foster,1498.2
2026-09-15,547,Tyler Chatwood,1498.2
2026-09-15,548,Ross Detwiler,1498.2
2026-09-15,549,Alec Marsh,1498.2
2026-09-15,550,Austin Brice,1498.1
2026-09-15,551,Sean Reynolds,1498.1
2026-09-15,552,Levi Stoudt,1498.1
2026-09-15,553,Luis Oviedo,1498.1
2026-09-15,554,Thomas Harrington,1498.1
2026-09-15,555,Hans Crouse,1498.1
2026-09-15,556,Austin Warren,1498.0
2026-09-15,557,Brandon Waddell,1498.0
2026-09-15,558,Trevor Kelley,1498.0
2026-09-15,559,Jimmy Yacabonis,1498.0
2026-09-15,560,Jackson Tetreault,1498.0
2026-09-15,561,Thomas Szapucki,1498.0
2026-09-15,562,Roansy Contreras,1498.0
2026-09-15,563,Rony García,1498.0
2026-09-15,564,Jaime Barria,1498.0
2026-09-15,565,David Price,1497.9
2026-09-15,566,Matt Andriese,1497.9
2026-09-15,567,Erik Swanson,1497.9
2026-09-15,568,Cory Abbott,1497.9
2026-09-15,569,Luinder Avila,1497.8
2026-09-15,570,Ariel Jurado,1497.8
2026-09-15,571,Andrew Wantz,1497.8
2026-09-15,572,Kendry Rojas,1497.8
2026-09-15,573,Lou Trivino III,1497.8
2026-09-15,574,Matt Brash,1497.8
2026-09-15,575,Ethan Small,1497.8
2026-09-15,576,Doug Nikhazy,1497.8
2026-09-15,577,Matt Wilkinson,1497.7
2026-09-15,578,Cristian Javier,1497.7
2026-09-15,579,Luis García,1497.7
2026-09-15,580,Dane Dunning,1497.7
2026-09-15,581,Colin Selby,1497.7
2026-09-15,582,Michael Grove,1497.7
2026-09-15,583,Miguel Yajure,1497.7
2026-09-15,584,Austin Cox,1497.7
2026-09-15,585,Foster Griffin,1497.7
2026-09-15,586,Brandon Walter,1497.7
2026-09-15,587,Mitch Bratt,1497.6
2026-09-15,588,Daniel Lynch IV,1497.6
2026-09-15,589,Yilber Díaz,1497.6
2026-09-15,590,George Soriano,1497.6
2026-09-15,591,Cam Bedrosian,1497.6
2026-09-15,592,Owen Murphy,1497.6
2026-09-15,593,Jake Reed,1497.5
2026-09-15,594,Kyle Hurt,1497.5
2026-09-15,595,Nick Robertson,1497.5
2026-09-15,596,JT Chargois,1497.5
2026-09-15,597,Konnor Pilkington,1497.4
2026-09-15,598,Dylan Coleman,1497.4
2026-09-15,599,Gordon Graceffo,1497.4
2026-09-15,600,Ky Bush,1497.4
2026-09-15,601,Robert Stock,1497.4
2026-09-15,602,Kade Anderson,1497.4
2026-09-15,603,Brayan Bello,1497.3
2026-09-15,604,McCade Brown,1497.2
2026-09-15,605,Jordan Wicks,1497.2
2026-09-15,606,Brad Lord,1497.2
2026-09-15,607,Julian Aguiar,1497.1
2026-09-15,608,Aaron Brooks,1497.1
2026-09-15,609,Mike Baumann,1497.1
2026-09-15,610,Seth Frankoff,1497.1
2026-09-15,611,Ross Stripling,1497.1
2026-09-15,612,Dauri Moreta,1497.1
2026-09-15,613,Adrián Martinez,1497.1
2026-09-15,614,Deivi García,1497.0
2026-09-15,615,Pierson Ohl,1497.0
2026-09-15,616,Iván Nova,1497.0
2026-09-15,617,Beau Burrows,1497.0
2026-09-15,618,Bailey Falter,1497.0
2026-09-15,619,Edgardo Henriquez,1496.9
2026-09-15,620,Darren McCaughan,1496.9
2026-09-15,621,Scott Blewett,1496.9
2026-09-15,622,Jake Odorizzi,1496.9
