as_of_date,game_pk,home_team,home_combined_rating,away_team,away_combined_rating,elo_diff,home_win_prob
2026-07-29,822702,Washington Nationals,1505.4,Toronto Blue Jays,1489.7,15.7,53.0
2026-07-29,822947,Tampa Bay Rays,1522.5,Texas Rangers,1513.7,8.8,56.3
2026-07-29,823022,St. Louis Cardinals,1506.6,Chicago Cubs,1553.4,-46.8,46.2
2026-07-29,823192,San Francisco Giants,1466.5,Milwaukee Brewers,1575.2,-108.7,39.5
2026-07-29,823273,San Diego Padres,1510.7,Colorado Rockies,1432.3,78.4,64.5
2026-07-29,823351,Pittsburgh Pirates,1525.4,Arizona Diamondbacks,1519.7,5.7,53.3
2026-07-29,823596,New York Mets,1480.3,Atlanta Braves,1536.5,-56.2,45.7
2026-07-29,823598,New York Mets,1480.3,Atlanta Braves,1536.5,-56.2,45.7
2026-07-29,823677,Minnesota Twins,1487.0,Kansas City Royals,1471.5,15.5,56.1
2026-07-29,823837,Miami Marlins,1513.1,Philadelphia Phillies,1526.9,-13.8,51.1
2026-07-29,823924,Los Angeles Dodgers,1562.1,Seattle Mariners,1510.5,51.6,63.4
2026-07-29,824002,Los Angeles Angels,1455.6,Houston Astros,1499.9,-44.3,45.9
2026-07-29,824242,Detroit Tigers,1517.8,Baltimore Orioles,1522.1,-4.3,52.2
2026-07-29,824487,Cincinnati Reds,1496.5,Cleveland Guardians,1515.3,-18.8,49.9
2026-07-29,824567,Chicago White Sox,1514.1,New York Yankees,1545.0,-30.9,50.4
2026-07-29,824973,Athletics,1445.3,Boston Red Sox,1554.4,-109.1,37.5
