as_of_date,rank,team,pitcher,rating,opponent
2026-08-10,1,Los Angeles Dodgers,Tarik Skubal,1602.0,Kansas City Royals
2026-08-10,2,Boston Red Sox,Sonny Gray,1573.2,Toronto Blue Jays
2026-08-10,3,Tampa Bay Rays,Freddy Peralta,1563.5,Athletics
2026-08-10,4,Toronto Blue Jays,Jameson Taillon,1550.3,Boston Red Sox
2026-08-10,5,Atlanta Braves,Bryce Elder,1523.8,New York Mets
2026-08-10,6,Milwaukee Brewers,Logan Henderson,1519.5,San Diego Padres
2026-08-10,7,San Diego Padres,Casey Mize,1516.4,Milwaukee Brewers
2026-08-10,8,New York Mets,Christian Scott,1512.4,Atlanta Braves
2026-08-10,9,St. Louis Cardinals,Hunter Dobbins,1505.1,Philadelphia Phillies
2026-08-10,10,Baltimore Orioles,Trevor Rogers,1504.4,Minnesota Twins
2026-08-10,11,Minnesota Twins,Dean Kremer,1499.0,Baltimore Orioles
2026-08-10,12,Houston Astros,Hayden Wesneski,1497.5,San Francisco Giants
2026-08-10,13,Kansas City Royals,Noah Cameron,1496.5,Los Angeles Dodgers
2026-08-10,14,San Francisco Giants,Blade Tidwell,1494.0,Houston Astros
2026-08-10,15,Colorado Rockies,Gabriel Hughes,1493.7,Arizona Diamondbacks
2026-08-10,16,Los Angeles Angels,Reid Detmers,1487.0,Texas Rangers
2026-08-10,17,Philadelphia Phillies,Andrew Painter,1483.2,St. Louis Cardinals
2026-08-10,18,Athletics,Jacob Lopez,1478.1,Tampa Bay Rays
2026-08-10,19,Texas Rangers,MacKenzie Gore,1474.8,Los Angeles Angels
2026-08-10,20,Arizona Diamondbacks,Michael Soroka,1458.8,Colorado Rockies
