as_of_date,game_pk,home_team,home_combined_rating,away_team,away_combined_rating,elo_diff,home_win_prob
2026-09-22,822840,Texas Rangers,1497.5,New York Mets,1517.1,-19.6,50.4
2026-09-22,823089,Seattle Mariners,1482.8,Houston Astros,1497.1,-14.3,51.9
2026-09-22,823166,San Francisco Giants,1465.4,Minnesota Twins,1466.8,-1.4,54.8
2026-09-22,823328,Pittsburgh Pirates,1522.9,St. Louis Cardinals,1493.2,29.7,56.8
2026-09-22,823412,Philadelphia Phillies,1544.5,Milwaukee Brewers,1588.0,-43.5,48.0
2026-09-22,823494,New York Yankees,1554.2,Tampa Bay Rays,1556.0,-1.8,54.3
2026-09-22,823543,New York Yankees,1554.2,Tampa Bay Rays,1556.0,-1.8,54.3
2026-09-22,823897,Los Angeles Dodgers,1551.9,San Diego Padres,1543.4,8.5,57.5
2026-09-22,824061,Kansas City Royals,1479.8,Chicago White Sox,1499.4,-19.6,49.7
2026-09-22,824222,Detroit Tigers,1506.9,Washington Nationals,1488.2,18.7,55.5
2026-09-22,824302,Colorado Rockies,1415.8,Arizona Diamondbacks,1527.6,-111.8,38.4
2026-09-22,824624,Chicago Cubs,1555.3,Miami Marlins,1501.5,53.8,59.9
2026-09-22,824709,Boston Red Sox,1552.5,Cleveland Guardians,1512.8,39.7,58.3
2026-09-22,824785,Baltimore Orioles,1522.6,Toronto Blue Jays,1513.9,8.7,51.1
2026-09-22,824867,Atlanta Braves,1554.6,Cincinnati Reds,1482.0,72.6,63.0
2026-09-22,824953,Athletics,1426.5,Los Angeles Angels,1449.6,-23.1,49.6
