as_of_date,rank,pitcher,rating
2026-09-09,116,Beau Brieske,1515.3
2026-09-09,117,Sean Burke,1515.2
2026-09-09,118,Landen Roupp,1514.8
2026-09-09,119,José Urquidy,1514.7
2026-09-09,120,Adam Wainwright,1514.4
2026-09-09,121,Adrian Houser,1514.3
2026-09-09,122,Cole Ragans,1514.0
2026-09-09,123,Domingo Germán,1513.8
2026-09-09,124,Zach Eflin,1513.8
2026-09-09,125,Kyle Leahy,1513.1
2026-09-09,126,Randy Dobnak,1513.1
2026-09-09,127,Lake Bachar,1513.0
2026-09-09,128,Payton Tolle,1512.6
2026-09-09,129,Joe Ryan,1512.6
2026-09-09,130,Tylor Megill,1512.1
2026-09-09,131,Jake Bennett,1512.0
2026-09-09,132,Jacob Latz,1511.5
2026-09-09,133,Nick Lodolo,1511.5
2026-09-09,134,Christian Scott,1511.4
2026-09-09,135,Pablo López,1511.3
2026-09-09,136,Braxton Garrett,1510.9
2026-09-09,137,Jared Koenig,1510.6
2026-09-09,138,Anthony DeSclafani,1510.5
2026-09-09,139,Jalen Beeks,1510.3
2026-09-09,140,Justin Steele,1510.2
2026-09-09,141,Bowden Francis,1510.2
2026-09-09,142,Casey Legumina,1509.9
2026-09-09,143,Bryan Hudson,1509.7
2026-09-09,144,Dustin May,1509.7
2026-09-09,145,Tyler Alexander,1509.2
2026-09-09,146,Adrian Sampson,1509.2
2026-09-09,147,Bradgley Rodriguez,1509.0
2026-09-09,148,Bubba Chandler,1508.8
2026-09-09,149,Will Klein,1508.7
2026-09-09,150,Reese Olson,1508.7
2026-09-09,151,Lance Lynn,1508.5
2026-09-09,152,Ryan Burr,1508.3
2026-09-09,153,Louis Varland,1508.3
2026-09-09,154,Mick Abel,1508.0
2026-09-09,155,Trey Yesavage,1507.9
2026-09-09,156,Grant Taylor,1507.8
2026-09-09,157,Caleb Ferguson,1507.8
2026-09-09,158,Ryan Johnson,1507.8
2026-09-09,159,Gavin Stone,1507.6
2026-09-09,160,Frankie Montas,1507.6
2026-09-09,161,River Ryan,1507.4
2026-09-09,162,Marco Gonzales,1507.4
2026-09-09,163,Mason Montgomery,1507.3
2026-09-09,164,Kyle Wright,1507.3
2026-09-09,165,José Buttó,1507.2
2026-09-09,166,Sam Long,1507.1
2026-09-09,167,Brusdar Graterol,1506.9
2026-09-09,168,Ryan Bergert,1506.9
2026-09-09,169,Landon Knack,1506.8
2026-09-09,170,Huascar Brazobán,1506.8
2026-09-09,171,Carmen Mlodzinski,1506.8
2026-09-09,172,Brandon Hughes,1506.7
2026-09-09,173,John Means,1506.5
2026-09-09,174,Kyle Harrison,1506.3
2026-09-09,175,Danny Duffy,1506.3
2026-09-09,176,Robert Stock,1506.1
2026-09-09,177,Mason Fluharty,1506.1
2026-09-09,178,Kenny Rosenberg,1506.1
2026-09-09,179,Josiah Gray,1506.0
2026-09-09,180,Collin McHugh,1505.9
2026-09-09,181,Jimmy Lambert,1505.8
2026-09-09,182,Luis Morales,1505.7
2026-09-09,183,Brenan Hanifee,1505.6
2026-09-09,184,Wandy Peralta,1505.6
2026-09-09,185,Corey Knebel,1505.6
2026-09-09,186,Cody Poteet,1505.6
2026-09-09,187,Kolby Allard,1505.5
2026-09-09,188,Cole Sulser,1505.4
2026-09-09,189,Jesus Tinoco,1505.3
2026-09-09,190,Zach Agnos,1505.2
2026-09-09,191,Drey Jameson,1505.2
2026-09-09,192,Ryan Yarbrough,1505.1
2026-09-09,193,Johnny Cueto,1505.1
2026-09-09,194,Brant Hurter,1505.0
2026-09-09,195,Taylor Clarke,1504.9
2026-09-09,196,Eduardo Rivera,1504.8
2026-09-09,197,Robert Gasser,1504.8
2026-09-09,198,Devin Smeltzer,1504.8
2026-09-09,199,A.J. Alexy,1504.6
2026-09-09,200,Jordan Montgomery,1504.6
2026-09-09,201,Brandon Eisert,1504.5
2026-09-09,202,Sixto Sánchez,1504.4
2026-09-09,203,Ryan Borucki,1504.4
2026-09-09,204,Hyun Jin Ryu,1504.4
2026-09-09,205,Trevor McDonald,1504.4
2026-09-09,206,Josh Winder,1504.2
2026-09-09,207,Jackson Jobe,1504.2
2026-09-09,208,Steven Brault,1504.1
2026-09-09,209,Zac Thornton,1504.0
2026-09-09,210,John Schreiber,1503.9
2026-09-09,211,Hunter Dobbins,1503.8
2026-09-09,212,Luis Diaz,1503.8
2026-09-09,213,Jakob Junis,1503.7
2026-09-09,214,Justin Wrobleski,1503.7
2026-09-09,215,Adrian Morejon,1503.6
2026-09-09,216,Hunter Bigge,1503.6
2026-09-09,217,Jovani Morán,1503.6
2026-09-09,218,Victor González,1503.5
2026-09-09,219,Brandon Sproat,1503.5
2026-09-09,220,Bryan Garcia,1503.4
2026-09-09,221,Carson Whisenhunt,1503.4
2026-09-09,222,Luke Farrell,1503.4
2026-09-09,223,Chris Ellis,1503.4
2026-09-09,224,Drew Smyly,1503.4
2026-09-09,225,Josh Winckowski,1503.3
2026-09-09,226,George Klassen,1503.2
2026-09-09,227,Charlie Barnes,1503.2
2026-09-09,228,Brett Kennedy,1503.2
2026-09-09,229,Matt Peacock,1503.2
2026-09-09,230,Cody Morris,1503.2
2026-09-09,231,Mason Adams,1503.1
2026-09-09,232,Easton McGee,1503.1
2026-09-09,233,Miguel Díaz,1503.1
2026-09-09,234,Ryan Rolison,1503.1
2026-09-09,235,J.P. Feyereisen,1503.1
2026-09-09,236,Matt Gage,1503.1
2026-09-09,237,Josh Staumont,1503.1
2026-09-09,238,Michael Pineda,1503.1
2026-09-09,239,Kris Bubic,1503.1
2026-09-09,240,Yunior Marte,1503.0
2026-09-09,241,Janson Junk,1503.0
2026-09-09,242,Ryan Weathers,1503.0
2026-09-09,243,Shelby Miller,1502.9
2026-09-09,244,Jonathan Loáisiga,1502.9
2026-09-09,245,Hayden Wesneski,1502.8
2026-09-09,246,Garrett Hill,1502.8
2026-09-09,247,Scott Alexander,1502.8
2026-09-09,248,Kohl Stewart,1502.7
2026-09-09,249,Jimmy Herget,1502.7
2026-09-09,250,Hogan Harris,1502.6
2026-09-09,251,Andrew Kittredge,1502.6
2026-09-09,252,Spencer Turnbull,1502.6
2026-09-09,253,Hoby Milner,1502.5
2026-09-09,254,Tobias Myers,1502.5
2026-09-09,255,John Curtiss,1502.5
2026-09-09,256,Elvis Peguero,1502.4
2026-09-09,257,Kent Emanuel,1502.4
2026-09-09,258,Eric Lauer,1502.4
2026-09-09,259,Nick Neidert,1502.4
2026-09-09,260,Matt Svanson,1502.4
2026-09-09,261,Randy Rodríguez,1502.3
2026-09-09,262,Beck Way,1502.3
2026-09-09,263,Pedro Avila,1502.3
2026-09-09,264,Julian Merryweather,1502.3
2026-09-09,265,José De León,1502.3
2026-09-09,266,Paxton Schultz,1502.3
2026-09-09,267,Miguel Castro,1502.3
2026-09-09,268,Kyle Tyler,1502.2
2026-09-09,269,Ian Anderson,1502.2
2026-09-09,270,Jhony Brito,1502.2
2026-09-09,271,Drew Pomeranz,1502.2
2026-09-09,272,Bryan Shaw,1502.2
2026-09-09,273,Tejay Antone,1502.1
2026-09-09,274,Ben Braymer,1502.1
2026-09-09,275,Angel Zerpa,1502.1
2026-09-09,276,Shawn Armstrong,1502.0
2026-09-09,277,Matt Sauer,1502.0
2026-09-09,278,Garrett Cleavinger,1502.0
2026-09-09,279,Pierce Johnson,1502.0
2026-09-09,280,John Brebbia,1502.0
2026-09-09,281,DL Hall,1501.9
2026-09-09,282,Dominic Leone,1501.9
2026-09-09,283,Tristan Beck,1501.9
2026-09-09,284,Jefry Rodriguez,1501.9
2026-09-09,285,Trevor Megill,1501.9
2026-09-09,286,Juan Mejia,1501.9
2026-09-09,287,Bryan King,1501.9
2026-09-09,288,Luis Perdomo,1501.9
2026-09-09,289,Justin Bruihl,1501.9
2026-09-09,290,Ethan Pecko,1501.9
2026-09-09,291,Dillon Peters,1501.8
2026-09-09,292,Cole Winn,1501.8
2026-09-09,293,Charlie Morton,1501.8
2026-09-09,294,Steven Okert,1501.8
2026-09-09,295,Will Vest,1501.8
2026-09-09,296,Quinn Mathews,1501.8
2026-09-09,297,Danny Young,1501.8
2026-09-09,298,Sam Moll,1501.7
2026-09-09,299,Aaron Slegers,1501.7
2026-09-09,300,Andrew Walters,1501.7
2026-09-09,301,Foster Griffin,1501.7
2026-09-09,302,Jose Cuas,1501.7
2026-09-09,303,Anthony Veneziano,1501.6
2026-09-09,304,Will Dion,1501.6
2026-09-09,305,Zach Thornton,1501.6
2026-09-09,306,Josh A. Smith,1501.6
2026-09-09,307,Tyler Anderson,1501.6
2026-09-09,308,Conner Menez,1501.6
2026-09-09,309,Calvin Faucher,1501.6
2026-09-09,310,Corey Kluber,1501.6
2026-09-09,311,David Robertson,1501.6
2026-09-09,312,Nick Goody,1501.5
2026-09-09,313,Caleb Boushley,1501.5
2026-09-09,314,Matt Bowman,1501.5
2026-09-09,315,Jackson Rutledge,1501.5
2026-09-09,316,Austin Davis,1501.5
2026-09-09,317,Darius Vines,1501.5
2026-09-09,318,Jose Alvarez,1501.4
2026-09-09,319,Travis Lakins,1501.4
2026-09-09,320,Anthony Bender,1501.4
2026-09-09,321,Tony Santillan,1501.4
2026-09-09,322,Mike Fiers,1501.4
2026-09-09,323,Kyle Nelson,1501.4
2026-09-09,324,Cristian Mena,1501.4
2026-09-09,325,Jordan Zimmermann,1501.3
2026-09-09,326,Paul Blackburn,1501.3
2026-09-09,327,Joel Payamps,1501.3
2026-09-09,328,Pete Fairbanks,1501.3
2026-09-09,329,Steven Wilson,1501.3
2026-09-09,330,Andrew Alvarez,1501.3
2026-09-09,331,Kaleb Ort,1501.2
2026-09-09,332,Tommy Hunter,1501.2
2026-09-09,333,Masahiro Tanaka,1501.2
2026-09-09,334,Chris Stratton,1501.2
2026-09-09,335,Spencer Bivens,1501.2
2026-09-09,336,Jimmy Cordero,1501.1
2026-09-09,337,David Phelps,1501.1
2026-09-09,338,Tyler Samaniego,1501.1
2026-09-09,339,Ramón Rosso,1501.1
2026-09-09,340,Javy Guerra,1501.1
2026-09-09,341,AJ Blubaugh,1501.1
2026-09-09,342,Chris Mazza,1501.1
2026-09-09,343,Robby Snelling,1501.0
2026-09-09,344,Jhonathan Díaz,1501.0
2026-09-09,345,Aaron Sanchez,1501.0
2026-09-09,346,Alec Mills,1501.0
2026-09-09,347,Garrett Whitlock,1501.0
2026-09-09,348,Yohan Ramírez,1501.0
2026-09-09,349,Daniel Castano,1501.0
2026-09-09,350,Trevor Richards,1501.0
2026-09-09,351,Edwin Uceta,1500.9
2026-09-09,352,Anthony Maldonado,1500.9
2026-09-09,353,Jayden Murray,1500.9
2026-09-09,354,Yerry Rodríguez,1500.9
2026-09-09,355,Jonathan Bermúdez,1500.9
2026-09-09,356,Tyler Clippard,1500.9
2026-09-09,357,Gerson Garabito,1500.9
2026-09-09,358,Tayler Scott,1500.9
2026-09-09,359,Corey Oswalt,1500.9
2026-09-09,360,Andrew Albers,1500.9
2026-09-09,361,Riley Martin,1500.9
2026-09-09,362,Ryan Thompson,1500.9
2026-09-09,363,Gabe Speier,1500.9
2026-09-09,364,Stephen Nogosek,1500.9
2026-09-09,365,Jonathan Diaz,1500.9
2026-09-09,366,Kyle Cody,1500.9
2026-09-09,367,Caleb Baragar,1500.9
2026-09-09,368,Scott Effross,1500.9
2026-09-09,369,Justin Hagenman,1500.9
2026-09-09,370,A.J. Vukovich,1500.8
2026-09-09,371,Aaron Loup,1500.8
2026-09-09,372,Phil Maton,1500.8
2026-09-09,373,Zach Pop,1500.8
2026-09-09,374,Lucas Luetge,1500.8
2026-09-09,375,Brandon Kintzler,1500.8
2026-09-09,376,Brandon Pfaadt,1500.8
2026-09-09,377,Luis Ortiz,1500.7
2026-09-09,378,Nick Sandlin,1500.7
2026-09-09,379,Chris Rodriguez,1500.7
2026-09-09,380,Conner Greene,1500.7
2026-09-09,381,Eddy Yean,1500.7
2026-09-09,382,John Gant,1500.7
2026-09-09,383,Wily Peralta,1500.6
2026-09-09,384,Brett Martin,1500.6
2026-09-09,385,Sean Hjelle,1500.6
2026-09-09,386,Homer Bailey,1500.6
2026-09-09,387,Jimmy Nelson,1500.6
2026-09-09,388,Tyler Phillips,1500.5
2026-09-09,389,Alec Gamboa,1500.5
2026-09-09,390,Joe Kelly,1500.5
2026-09-09,391,Penn Murfee,1500.5
2026-09-09,392,Jackson Wolf,1500.5
2026-09-09,393,Andrew Bellatti,1500.5
2026-09-09,394,Justin Topa,1500.5
2026-09-09,395,Louis Head,1500.4
2026-09-09,396,Daniel Ponce de Leon,1500.4
2026-09-09,397,Matt Wisler,1500.4
2026-09-09,398,Ervin Santana,1500.4
2026-09-09,399,Ian Kennedy,1500.4
2026-09-09,400,Matt Moore,1500.4
2026-09-09,401,Cesar Perdomo,1500.3
2026-09-09,402,Asher Wojciechowski,1500.3
2026-09-09,403,Brady Basso,1500.3
2026-09-09,404,Matt Barnes,1500.3
2026-09-09,405,Junior Guerra,1500.3
2026-09-09,406,Duane Underwood Jr.,1500.3
2026-09-09,407,Brandon Young,1500.3
2026-09-09,408,Joe Mantiply,1500.3
2026-09-09,409,Andrew Sears,1500.2
2026-09-09,410,Justin Dunn,1500.2
2026-09-09,411,Jay Jackson,1500.2
2026-09-09,412,Michel Baez,1500.2
2026-09-09,413,Ryan Zeferjahn,1500.2
2026-09-09,414,Evan Lee,1500.1
2026-09-09,415,Mason Englert,1500.1
2026-09-09,416,Anthony Banda,1500.1
2026-09-09,417,Riley Cornelio,1500.1
2026-09-09,418,Daniel Norris,1500.1
2026-09-09,419,Peyton Battenfield,1500.1
2026-09-09,420,Jordan Leasure,1500.1
2026-09-09,421,Max Meyer,1500.1
2026-09-09,422,Dylan Lee,1500.1
2026-09-09,423,Blair Henley,1500.1
2026-09-09,424,Collin Snider,1500.1
2026-09-09,425,Nick Wittgren,1500.0
2026-09-09,426,David Morgan,1500.0
2026-09-09,427,Alex Reyes,1500.0
2026-09-09,428,Darien Núñez,1500.0
2026-09-09,429,Thomas Hatch,1500.0
2026-09-09,430,Mike Paredes,1499.9
2026-09-09,431,Rico Garcia,1499.9
2026-09-09,432,Zach Neal,1499.9
2026-09-09,433,Aníbal Sánchez,1499.9
2026-09-09,434,Walter Pennington,1499.9
2026-09-09,435,Brett Anderson,1499.8
2026-09-09,436,Robert Dugger,1499.8
2026-09-09,437,James McArthur,1499.8
2026-09-09,438,Noah Cameron,1499.8
2026-09-09,439,Reed Garrett,1499.8
2026-09-09,440,Josh Taylor,1499.8
2026-09-09,441,Cade Gibson,1499.8
2026-09-09,442,Sebastian Castro,1499.8
2026-09-09,443,Travis Bergen,1499.8
2026-09-09,444,Andre Jackson,1499.8
2026-09-09,445,Jake Bird,1499.8
2026-09-09,446,Cole Hamels,1499.7
2026-09-09,447,Dennis Santana,1499.7
2026-09-09,448,James Kaprielian,1499.7
2026-09-09,449,Cody Freeman,1499.7
2026-09-09,450,Jonathan Stiever,1499.7
2026-09-09,451,Joey Lucchesi,1499.7
2026-09-09,452,Blake Parker,1499.7
2026-09-09,453,Mason Black,1499.6
2026-09-09,454,Sean Nolin,1499.6
2026-09-09,455,Josh Sborz,1499.6
2026-09-09,456,David Sandlin,1499.5
2026-09-09,457,Michael Mercado,1499.5
2026-09-09,458,Blake Walston,1499.5
2026-09-09,459,Hyeon-Jong Yang,1499.5
2026-09-09,460,Emilio Pagán,1499.5
2026-09-09,461,Mike Kickham,1499.5
2026-09-09,462,Logan Salow,1499.5
2026-09-09,463,Gio Gonzalez,1499.5
2026-09-09,464,Burch Smith,1499.5
2026-09-09,465,Alex Vesia,1499.5
2026-09-09,466,Tatsuya Imai,1499.5
2026-09-09,467,Agustin Acosta,1499.4
2026-09-09,468,Hunter Gaddis,1499.4
2026-09-09,469,Adonis Medina,1499.4
2026-09-09,470,Bryce Jarvis,1499.4
2026-09-09,471,David Festa,1499.4
2026-09-09,472,Adam Macko,1499.4
2026-09-09,473,Josh James,1499.4
2026-09-09,474,Sam Hentges,1499.4
2026-09-09,475,Dietrich Enns,1499.3
2026-09-09,476,Tim Mayza,1499.3
2026-09-09,477,Zack Thompson,1499.3
2026-09-09,478,Brad Peacock,1499.3
2026-09-09,479,Brent Honeywell,1499.3
2026-09-09,480,Mike Montgomery,1499.3
2026-09-09,481,Derek Law,1499.3
2026-09-09,482,Adbert Alzolay,1499.3
2026-09-09,483,Brycen Mautz,1499.3
2026-09-09,484,Abraham Toro,1499.2
2026-09-09,485,Jhoulys Chacín,1499.2
2026-09-09,486,Brendan White,1499.2
2026-09-09,487,Robinson Leyer,1499.1
2026-09-09,488,Dany Jiménez,1499.1
2026-09-09,489,Zack Littell,1499.1
2026-09-09,490,Kendall Graveman,1499.1
2026-09-09,491,Jesse Chavez,1499.1
2026-09-09,492,Walker Lockett,1499.1
2026-09-09,493,Joe Jacques,1499.1
2026-09-09,494,Aaron Nola,1499.0
2026-09-09,495,Robbie Erlin,1499.0
2026-09-09,496,Jason Alexander,1499.0
2026-09-09,497,Luis Patiño,1499.0
2026-09-09,498,Shinnosuke Ogasawara,1499.0
2026-09-09,499,Riley O'Brien,1499.0
2026-09-09,500,Mauricio Llovera,1499.0
2026-09-09,501,Carson Fulmer,1498.9
2026-09-09,502,Chris Devenski,1498.9
2026-09-09,503,Nick Margevicius,1498.9
2026-09-09,504,AJ Smith-Shawver,1498.9
2026-09-09,505,Robert Gsellman,1498.9
2026-09-09,506,Chris Murphy,1498.9
2026-09-09,507,Carlos Rodriguez,1498.8
2026-09-09,508,Mark Leiter Jr.,1498.8
2026-09-09,509,Keynan Middleton,1498.8
2026-09-09,510,Buck Farmer,1498.8
2026-09-09,511,Kyle Zimmer,1498.8
2026-09-09,512,David Hale,1498.8
2026-09-09,513,Ryan Walker,1498.8
2026-09-09,514,Justin Garza,1498.8
2026-09-09,515,Héctor Santiago,1498.8
2026-09-09,516,Josh Osich,1498.8
2026-09-09,517,Max Kranick,1498.7
2026-09-09,518,Ashton Goudeau,1498.7
2026-09-09,519,Connor Brogdon,1498.7
2026-09-09,520,Andrew Morris,1498.7
2026-09-09,521,José Ruiz,1498.6
2026-09-09,522,Kyle Backhus,1498.6
2026-09-09,523,Bryan Baker,1498.6
2026-09-09,524,Paul Campbell,1498.6
2026-09-09,525,Brock Burke,1498.5
2026-09-09,526,Garrett Richards,1498.5
2026-09-09,527,Rob Zastryzny,1498.5
2026-09-09,528,Drew Anderson,1498.5
2026-09-09,529,Michael Kopech,1498.4
2026-09-09,530,Tommy Nance,1498.4
2026-09-09,531,PJ Poulin,1498.4
2026-09-09,532,Bennett Sousa,1498.4
2026-09-09,533,Mason Miller,1498.3
2026-09-09,534,Matt Swarmer,1498.3
2026-09-09,535,Reiss Knehr,1498.3
2026-09-09,536,Chase Silseth,1498.3
2026-09-09,537,Scott Kazmir,1498.3
2026-09-09,538,Matt Hall,1498.3
2026-09-09,539,Francisco Pérez,1498.3
2026-09-09,540,Matt Foster,1498.2
2026-09-09,541,Alec Marsh,1498.2
2026-09-09,542,Tyler Chatwood,1498.2
2026-09-09,543,Scott McGough,1498.2
2026-09-09,544,Ross Detwiler,1498.2
2026-09-09,545,Lucas Gilbreath,1498.2
2026-09-09,546,Sam Howard,1498.2
2026-09-09,547,Kyle Funkhouser,1498.2
2026-09-09,548,Tyler Ivey,1498.2
2026-09-09,549,Levi Stoudt,1498.1
2026-09-09,550,Sean Reynolds,1498.1
2026-09-09,551,Austin Brice,1498.1
2026-09-09,552,Thomas Harrington,1498.1
2026-09-09,553,Luis Oviedo,1498.1
2026-09-09,554,Hans Crouse,1498.1
2026-09-09,555,Jackson Tetreault,1498.0
2026-09-09,556,Jaime Barria,1498.0
2026-09-09,557,Jimmy Yacabonis,1498.0
2026-09-09,558,Austin Warren,1498.0
2026-09-09,559,Roansy Contreras,1498.0
2026-09-09,560,Rony García,1498.0
2026-09-09,561,Thomas Szapucki,1498.0
2026-09-09,562,Brandon Waddell,1498.0
2026-09-09,563,Trevor Kelley,1498.0
2026-09-09,564,Eury Pérez,1497.9
2026-09-09,565,David Price,1497.9
2026-09-09,566,Cory Abbott,1497.9
2026-09-09,567,Kade Anderson,1497.9
2026-09-09,568,Erik Swanson,1497.9
2026-09-09,569,Matt Andriese,1497.9
2026-09-09,570,Ethan Small,1497.8
2026-09-09,571,Kendry Rojas,1497.8
2026-09-09,572,Ariel Jurado,1497.8
2026-09-09,573,Doug Nikhazy,1497.8
2026-09-09,574,Matt Brash,1497.8
2026-09-09,575,Luinder Avila,1497.8
2026-09-09,576,Andrew Wantz,1497.8
2026-09-09,577,Lou Trivino III,1497.8
2026-09-09,578,Michael Grove,1497.7
2026-09-09,579,Austin Cox,1497.7
2026-09-09,580,Brandon Walter,1497.7
2026-09-09,581,Colin Selby,1497.7
2026-09-09,582,Miguel Yajure,1497.7
2026-09-09,583,Dane Dunning,1497.7
2026-09-09,584,Matt Wilkinson,1497.7
2026-09-09,585,Luis García,1497.7
2026-09-09,586,Mitch Bratt,1497.6
2026-09-09,587,George Soriano,1497.6
2026-09-09,588,Yilber Díaz,1497.6
2026-09-09,589,Cam Bedrosian,1497.6
2026-09-09,590,Owen Murphy,1497.6
2026-09-09,591,Jake Reed,1497.5
2026-09-09,592,JT Chargois,1497.5
2026-09-09,593,Nick Robertson,1497.5
2026-09-09,594,Kyle Hurt,1497.5
2026-09-09,595,Gordon Graceffo,1497.4
2026-09-09,596,Ky Bush,1497.4
2026-09-09,597,Konnor Pilkington,1497.4
2026-09-09,598,Dylan Coleman,1497.4
2026-09-09,599,Brayan Bello,1497.3
2026-09-09,600,Anthony Molina,1497.3
2026-09-09,601,McCade Brown,1497.2
2026-09-09,602,Jordan Wicks,1497.2
2026-09-09,603,Brad Lord,1497.2
2026-09-09,604,Adrián Martinez,1497.1
2026-09-09,605,Julian Aguiar,1497.1
2026-09-09,606,Aaron Brooks,1497.1
2026-09-09,607,Ross Stripling,1497.1
2026-09-09,608,Mike Baumann,1497.1
2026-09-09,609,Dauri Moreta,1497.1
2026-09-09,610,Seth Frankoff,1497.1
2026-09-09,611,Bailey Falter,1497.0
2026-09-09,612,Beau Burrows,1497.0
2026-09-09,613,Pierson Ohl,1497.0
2026-09-09,614,Iván Nova,1497.0
2026-09-09,615,Deivi García,1497.0
2026-09-09,616,Jake Odorizzi,1496.9
2026-09-09,617,Edgardo Henriquez,1496.9
2026-09-09,618,Scott Blewett,1496.9
2026-09-09,619,Darren McCaughan,1496.9
2026-09-09,620,JR Ritchie,1496.8
2026-09-09,621,Ryan Weiss,1496.8
2026-09-09,622,Ian Seymour,1496.8
