as_of_date,rank,team,pitcher,rating,opponent
2026-09-21,1,Baltimore Orioles,Shane Baz,1539.8,Toronto Blue Jays
2026-09-21,2,Toronto Blue Jays,Trey Yesavage,1512.2,Baltimore Orioles
2026-09-21,3,Detroit Tigers,River Ryan,1511.4,Washington Nationals
2026-09-21,4,Washington Nationals,DJ Herz,1497.8,Detroit Tigers
2026-09-21,5,San Francisco Giants,Blade Tidwell,1481.6,Minnesota Twins
2026-09-21,6,Minnesota Twins,Zebby Matthews,1472.9,San Francisco Giants
