as_of_date,game_pk,home_team,home_combined_rating,away_team,away_combined_rating,elo_diff,home_win_prob
2026-09-02,822686,Washington Nationals,1484.9,Atlanta Braves,1546.3,-61.4,42.0
2026-09-02,822851,Texas Rangers,1492.6,Athletics,1422.3,70.3,63.0
2026-09-02,822931,Tampa Bay Rays,1532.9,New York Mets,1500.7,32.2,59.5
2026-09-02,823339,Pittsburgh Pirates,1515.1,San Francisco Giants,1461.9,53.2,60.0
2026-09-02,823660,Minnesota Twins,1475.5,Detroit Tigers,1497.6,-22.1,50.7
2026-09-02,823906,Los Angeles Dodgers,1545.1,St. Louis Cardinals,1500.7,44.4,62.4
2026-09-02,823983,Los Angeles Angels,1458.9,New York Yankees,1549.5,-90.6,39.4
2026-09-02,824068,Kansas City Royals,1493.2,Miami Marlins,1514.1,-20.9,49.5
2026-09-02,824147,Houston Astros,1496.5,Chicago White Sox,1517.7,-21.2,52.2
2026-09-02,824312,Colorado Rockies,1424.6,Baltimore Orioles,1525.7,-101.1,39.9
2026-09-02,824390,Cleveland Guardians,1518.4,Toronto Blue Jays,1514.7,3.7,53.4
2026-09-02,824470,Cincinnati Reds,1486.0,San Diego Padres,1525.8,-39.8,46.9
2026-09-02,824634,Chicago Cubs,1553.4,Milwaukee Brewers,1575.9,-22.5,49.1
2026-09-02,824717,Boston Red Sox,1561.3,Seattle Mariners,1492.1,69.2,62.4
2026-09-02,825037,Arizona Diamondbacks,1526.4,Philadelphia Phillies,1559.0,-32.6,47.6
