as_of_date,game_pk,home_team,home_combined_rating,away_team,away_combined_rating,elo_diff,home_win_prob
2026-09-06,822848,Texas Rangers,1492.3,Tampa Bay Rays,1531.5,-39.2,47.6
2026-09-06,823091,Seattle Mariners,1492.5,Athletics,1434.1,58.4,62.1
2026-09-06,823253,San Diego Padres,1526.3,New York Yankees,1549.8,-23.5,50.3
2026-09-06,823336,Pittsburgh Pirates,1515.2,Los Angeles Angels,1449.1,66.1,61.8
2026-09-06,823417,Philadelphia Phillies,1554.5,Atlanta Braves,1552.9,1.6,54.5
2026-09-06,823578,New York Mets,1504.4,San Francisco Giants,1462.9,41.5,59.7
2026-09-06,823822,Miami Marlins,1513.2,Chicago Cubs,1552.9,-39.7,47.4
2026-09-06,823903,Los Angeles Dodgers,1545.7,Washington Nationals,1486.8,58.9,64.4
2026-09-06,824065,Kansas City Royals,1493.1,Toronto Blue Jays,1526.1,-33.0,47.8
2026-09-06,824142,Houston Astros,1497.1,Arizona Diamondbacks,1525.8,-28.7,51.2
2026-09-06,824309,Colorado Rockies,1424.3,St. Louis Cardinals,1503.3,-79.0,43.0
2026-09-06,824385,Cleveland Guardians,1517.4,Detroit Tigers,1498.4,19.0,55.6
2026-09-06,824469,Cincinnati Reds,1485.9,Milwaukee Brewers,1570.2,-84.3,40.6
2026-09-06,824552,Chicago White Sox,1512.5,Minnesota Twins,1484.4,28.1,58.8
2026-09-06,824794,Baltimore Orioles,1523.0,Boston Red Sox,1565.4,-42.4,43.8
