as_of_date,rank,team,pitcher,rating,opponent
2026-08-25,1,Texas Rangers,Jacob deGrom,1585.0,Chicago White Sox
2026-08-25,2,Los Angeles Dodgers,Tyler Glasnow,1578.6,Atlanta Braves
2026-08-25,3,Pittsburgh Pirates,Paul Skenes,1560.2,San Diego Padres
2026-08-25,4,Seattle Mariners,George Kirby,1559.4,Philadelphia Phillies
2026-08-25,5,Toronto Blue Jays,Max Scherzer,1540.7,Kansas City Royals
2026-08-25,6,Cleveland Guardians,Gavin Williams,1538.5,Los Angeles Angels
2026-08-25,7,San Diego Padres,Michael King,1536.1,Pittsburgh Pirates
2026-08-25,8,Chicago Cubs,Clay Holmes,1530.1,Arizona Diamondbacks
2026-08-25,9,Milwaukee Brewers,Kyle Harrison,1526.9,New York Mets
2026-08-25,10,Atlanta Braves,Bryce Elder,1523.6,Los Angeles Dodgers
2026-08-25,11,Baltimore Orioles,Chris Bassitt,1521.9,St. Louis Cardinals
2026-08-25,12,Chicago White Sox,Anthony Kay,1521.5,Texas Rangers
2026-08-25,13,Los Angeles Angels,Walbert Ureña,1520.7,Cleveland Guardians
2026-08-25,14,Boston Red Sox,Payton Tolle,1516.1,Miami Marlins
2026-08-25,15,Tampa Bay Rays,Casey Legumina,1513.6,Detroit Tigers
2026-08-25,16,New York Mets,Zac Thornton,1513.0,Milwaukee Brewers
2026-08-25,17,San Francisco Giants,Adrian Houser,1511.7,Cincinnati Reds
2026-08-25,18,Detroit Tigers,Jackson Jobe,1510.5,Tampa Bay Rays
2026-08-25,19,Houston Astros,Ethan Pecko,1506.2,New York Yankees
2026-08-25,20,Kansas City Royals,Seth Lugo,1504.7,Toronto Blue Jays
2026-08-25,21,Washington Nationals,Andrew Alvarez,1504.4,Colorado Rockies
2026-08-25,22,Miami Marlins,Tyler Phillips,1503.4,Boston Red Sox
2026-08-25,23,Philadelphia Phillies,Aaron Nola,1495.0,Seattle Mariners
2026-08-25,24,Arizona Diamondbacks,Brandon Pfaadt,1494.5,Chicago Cubs
2026-08-25,25,Cincinnati Reds,Brady Singer,1489.9,San Francisco Giants
2026-08-25,26,Minnesota Twins,Taj Bradley,1483.0,Athletics
2026-08-25,27,St. Louis Cardinals,Matthew Liberatore,1480.9,Baltimore Orioles
2026-08-25,28,Athletics,Gage Jump,1480.4,Minnesota Twins
2026-08-25,29,New York Yankees,Will Warren,1468.6,Houston Astros
