as_of_date,rank,team,pitcher,rating,opponent
2026-08-22,1,Los Angeles Dodgers,Tarik Skubal,1604.7,Pittsburgh Pirates
2026-08-22,2,Toronto Blue Jays,Dylan Cease,1572.6,New York Yankees
2026-08-22,3,Tampa Bay Rays,Shane McClanahan,1566.7,Baltimore Orioles
2026-08-22,4,Cleveland Guardians,Tanner Bibee,1565.3,Colorado Rockies
2026-08-22,5,Kansas City Royals,Michael Wacha,1551.8,Detroit Tigers
2026-08-22,6,Houston Astros,Hunter Brown,1539.6,Athletics
2026-08-22,7,Chicago White Sox,Luis Castillo,1530.7,New York Mets
2026-08-22,8,Milwaukee Brewers,Logan Henderson,1528.0,Atlanta Braves
2026-08-22,9,San Diego Padres,Casey Mize,1524.1,Minnesota Twins
2026-08-22,10,Atlanta Braves,Martín Pérez,1517.9,Milwaukee Brewers
2026-08-22,11,Miami Marlins,Eury Pérez,1510.3,Washington Nationals
2026-08-22,12,New York Mets,Christian Scott,1509.2,Chicago White Sox
2026-08-22,13,St. Louis Cardinals,Quinn Mathews,1506.6,Philadelphia Phillies
2026-08-22,14,Seattle Mariners,Kade Anderson,1505.3,Chicago Cubs
2026-08-22,15,New York Yankees,Ryan Weathers,1503.9,Toronto Blue Jays
2026-08-22,16,Baltimore Orioles,Brandon Young,1502.7,Tampa Bay Rays
2026-08-22,17,Chicago Cubs,David Peterson,1500.5,Seattle Mariners
2026-08-22,18,Los Angeles Angels,Ryan Johnson,1499.5,Texas Rangers
2026-08-22,19,Detroit Tigers,Drew Anderson,1499.0,Kansas City Royals
2026-08-22,20,Texas Rangers,Cody Bradford,1498.8,Los Angeles Angels
2026-08-22,21,Pittsburgh Pirates,Jared Jones,1496.1,Los Angeles Dodgers
2026-08-22,22,Cincinnati Reds,Rhett Lowder,1495.6,Arizona Diamondbacks
2026-08-22,23,Minnesota Twins,Dean Kremer,1492.3,San Diego Padres
2026-08-22,24,San Francisco Giants,Blade Tidwell,1489.2,Boston Red Sox
2026-08-22,25,Colorado Rockies,Gabriel Hughes,1486.5,Cleveland Guardians
2026-08-22,26,Philadelphia Phillies,Andrew Painter,1486.1,St. Louis Cardinals
2026-08-22,27,Boston Red Sox,Patrick Sandoval,1485.9,San Francisco Giants
2026-08-22,28,Athletics,Jacob Lopez,1475.6,Houston Astros
2026-08-22,29,Washington Nationals,Jake Irvin,1469.4,Miami Marlins
2026-08-22,30,Arizona Diamondbacks,Michael Soroka,1461.8,Cincinnati Reds
