as_of_date,game_pk,home_team,home_combined_rating,away_team,away_combined_rating,elo_diff,home_win_prob
2026-08-07,822699,Washington Nationals,1490.7,Cincinnati Reds,1496.7,-6.0,49.9
2026-08-07,822863,Texas Rangers,1499.5,Baltimore Orioles,1521.1,-21.6,50.1
2026-08-07,823024,St. Louis Cardinals,1499.7,Colorado Rockies,1429.9,69.8,62.7
2026-08-07,823103,Seattle Mariners,1506.1,Tampa Bay Rays,1532.3,-26.2,50.2
2026-08-07,823191,San Francisco Giants,1470.8,Detroit Tigers,1529.3,-58.5,46.6
2026-08-07,823266,San Diego Padres,1517.3,Houston Astros,1503.3,14.0,55.7
2026-08-07,823349,Pittsburgh Pirates,1508.8,New York Mets,1492.0,16.8,54.9
2026-08-07,823428,Philadelphia Phillies,1526.7,Toronto Blue Jays,1494.7,32.0,58.8
2026-08-07,823515,New York Yankees,1543.2,Atlanta Braves,1535.0,8.2,55.7
2026-08-07,823750,Milwaukee Brewers,1569.7,Minnesota Twins,1478.4,91.3,65.2
2026-08-07,823836,Miami Marlins,1511.2,Los Angeles Angels,1448.1,63.1,61.9
2026-08-07,824081,Kansas City Royals,1462.1,Chicago Cubs,1554.0,-91.9,39.5
2026-08-07,824566,Chicago White Sox,1515.1,Cleveland Guardians,1518.7,-3.6,54.3
2026-08-07,824727,Boston Red Sox,1569.5,Athletics,1426.6,142.9,71.7
2026-08-07,825051,Arizona Diamondbacks,1523.5,Los Angeles Dodgers,1542.8,-19.3,49.5
