as_of_date,game_pk,home_team,home_combined_rating,away_team,away_combined_rating,elo_diff,home_win_prob
2026-07-31,822782,Toronto Blue Jays,1490.8,St. Louis Cardinals,1497.8,-7.0,52.4
2026-07-31,822945,Tampa Bay Rays,1523.5,Chicago White Sox,1514.9,8.6,56.2
2026-07-31,823111,Seattle Mariners,1506.6,Minnesota Twins,1487.2,19.4,56.7
2026-07-31,823272,San Diego Padres,1510.4,San Francisco Giants,1479.6,30.8,58.1
2026-07-31,823593,New York Mets,1480.9,Miami Marlins,1511.2,-30.3,49.5
2026-07-31,823922,Los Angeles Dodgers,1562.2,Boston Red Sox,1557.8,4.4,56.9
2026-07-31,823999,Los Angeles Angels,1455.5,Milwaukee Brewers,1569.4,-113.9,36.2
2026-07-31,824164,Houston Astros,1503.0,Texas Rangers,1512.9,-9.9,53.8
2026-07-31,824325,Colorado Rockies,1430.9,Kansas City Royals,1476.1,-45.2,47.8
2026-07-31,824407,Cleveland Guardians,1519.6,Arizona Diamondbacks,1523.1,-3.5,52.4
2026-07-31,824486,Cincinnati Reds,1496.5,Pittsburgh Pirates,1517.7,-21.2,49.5
2026-07-31,824651,Chicago Cubs,1553.6,New York Yankees,1544.2,9.4,53.7
2026-07-31,824809,Baltimore Orioles,1521.8,Philadelphia Phillies,1523.6,-1.8,49.6
2026-07-31,824892,Atlanta Braves,1534.5,Washington Nationals,1506.6,27.9,56.9
2026-07-31,824975,Athletics,1445.4,Detroit Tigers,1517.0,-71.6,42.7
