as_of_date,game_pk,home_team,home_combined_rating,away_team,away_combined_rating,elo_diff,home_win_prob
2026-08-13,822696,Washington Nationals,1491.5,Chicago Cubs,1570.0,-78.5,39.6
2026-08-13,822776,Toronto Blue Jays,1500.7,Boston Red Sox,1564.3,-63.6,44.3
2026-08-13,823508,New York Yankees,1544.8,Seattle Mariners,1492.0,52.8,61.9
2026-08-13,823669,Minnesota Twins,1485.3,Philadelphia Phillies,1523.6,-38.3,48.4
2026-08-13,823829,Miami Marlins,1509.6,Pittsburgh Pirates,1504.1,5.5,53.9
2026-08-13,823915,Los Angeles Dodgers,1541.3,Milwaukee Brewers,1561.1,-19.8,53.5
2026-08-13,823995,Los Angeles Angels,1445.3,Texas Rangers,1500.1,-54.8,44.4
2026-08-13,824238,Detroit Tigers,1532.7,Cleveland Guardians,1501.5,31.2,57.3
2026-08-13,824561,Chicago White Sox,1509.8,Cincinnati Reds,1497.1,12.7,56.6
