as_of_date,game_pk,home_team,home_combined_rating,away_team,away_combined_rating,elo_diff,home_win_prob
2026-09-10,823088,Seattle Mariners,1491.8,Texas Rangers,1494.9,-3.1,53.5
2026-09-10,823413,Philadelphia Phillies,1555.3,Houston Astros,1504.0,51.3,61.5
2026-09-10,823499,New York Yankees,1550.0,Colorado Rockies,1425.0,125.0,71.1
2026-09-10,824550,Chicago White Sox,1512.2,Pittsburgh Pirates,1522.1,-9.9,53.4
2026-09-10,824872,Atlanta Braves,1551.2,Tampa Bay Rays,1542.7,8.5,54.1
