as_of_date,game_pk,home_team,home_combined_rating,away_team,away_combined_rating,elo_diff,home_win_prob
2026-08-09,822700,Washington Nationals,1491.1,Cincinnati Reds,1493.7,-2.6,50.4
2026-08-09,822862,Texas Rangers,1500.4,Baltimore Orioles,1516.0,-15.6,50.9
2026-08-09,823020,St. Louis Cardinals,1499.2,Colorado Rockies,1434.0,65.2,62.1
2026-08-09,823104,Seattle Mariners,1506.7,Tampa Bay Rays,1540.3,-33.6,49.2
2026-08-09,823190,San Francisco Giants,1470.9,Detroit Tigers,1532.1,-61.2,46.2
2026-08-09,823268,San Diego Padres,1518.7,Houston Astros,1510.2,8.5,54.9
2026-08-09,823345,Pittsburgh Pirates,1508.6,New York Mets,1496.1,12.5,54.3
2026-08-09,823425,Philadelphia Phillies,1526.5,Toronto Blue Jays,1504.6,21.9,57.4
2026-08-09,823513,New York Yankees,1544.5,Atlanta Braves,1552.4,-7.9,53.4
2026-08-09,823751,Milwaukee Brewers,1569.6,Minnesota Twins,1490.0,79.6,63.7
2026-08-09,823835,Miami Marlins,1509.7,Los Angeles Angels,1444.9,64.8,62.2
2026-08-09,824078,Kansas City Royals,1461.9,Chicago Cubs,1563.2,-101.3,38.2
2026-08-09,824564,Chicago White Sox,1510.2,Cleveland Guardians,1508.6,1.6,55.0
2026-08-09,824724,Boston Red Sox,1568.5,Athletics,1432.8,135.7,70.8
2026-08-09,825050,Arizona Diamondbacks,1524.4,Los Angeles Dodgers,1546.3,-21.9,49.1
