game_pk,date,year,status,home_team,away_team,home_score,away_score,home_probable_pitcher,away_probable_pitcher
718182,2023-05-14,2023,Final,Cleveland Guardians,Los Angeles Angels,4.0,3.0,Tanner Bibee,Patrick Sandoval
718203,2023-05-14,2023,Final,Washington Nationals,New York Mets,3.0,2.0,Trevor Williams,Stephen Nogosek
718179,2023-05-14,2023,Final,Baltimore Orioles,Pittsburgh Pirates,0.0,4.0,Kyle Gibson,Mitch Keller
718180,2023-05-14,2023,Final,New York Yankees,Tampa Bay Rays,7.0,8.0,Clarke Schmidt,Zach Eflin
718181,2023-05-14,2023,Final,Toronto Blue Jays,Atlanta Braves,6.0,5.0,Yusei Kikuchi,Collin McHugh
718173,2023-05-14,2023,Final,Detroit Tigers,Seattle Mariners,5.0,3.0,Joey Wentz,Logan Gilbert
718178,2023-05-14,2023,Final,Miami Marlins,Cincinnati Reds,3.0,1.0,Braxton Garrett,Luke Weaver
718175,2023-05-14,2023,Final,Minnesota Twins,Chicago Cubs,16.0,3.0,Louis Varland,Marcus Stroman
718176,2023-05-14,2023,Final,Chicago White Sox,Houston Astros,3.0,4.0,Lucas Giolito,Hunter Brown
718177,2023-05-14,2023,Final,Milwaukee Brewers,Kansas City Royals,9.0,6.0,Colin Rea,Jordan Lyles
718174,2023-05-14,2023,Final,Colorado Rockies,Philadelphia Phillies,4.0,0.0,Kyle Freeland,Aaron Nola
718172,2023-05-14,2023,Final,Oakland Athletics,Texas Rangers,3.0,11.0,JP Sears,Andrew Heaney
718168,2023-05-14,2023,Final,Los Angeles Dodgers,San Diego Padres,4.0,0.0,Tony Gonsolin,Ryan Weathers
718169,2023-05-14,2023,Final,Arizona Diamondbacks,San Francisco Giants,2.0,1.0,Brandon Pfaadt,Logan Webb
718186,2023-05-14,2023,Final,Washington Nationals,New York Mets,2.0,8.0,Jake Irvin,Max Scherzer
718187,2023-05-14,2023,Final,Boston Red Sox,St. Louis Cardinals,1.0,9.0,Corey Kluber,Miles Mikolas
718167,2023-05-15,2023,Final,Washington Nationals,New York Mets,10.0,3.0,Patrick Corbin,David Peterson
718171,2023-05-15,2023,Final,Baltimore Orioles,Los Angeles Angels,5.0,9.0,Grayson Rodriguez,Shohei Ohtani
718164,2023-05-15,2023,Final,Toronto Blue Jays,New York Yankees,4.0,7.0,Alek Manoah,Jimmy Cordero
718163,2023-05-15,2023,Final,Boston Red Sox,Seattle Mariners,1.0,10.0,Tanner Houck,George Kirby
718166,2023-05-15,2023,Final,St. Louis Cardinals,Milwaukee Brewers,18.0,1.0,Jack Flaherty,Freddy Peralta
718165,2023-05-15,2023,Final,Texas Rangers,Atlanta Braves,0.0,12.0,Cody Bradford,Charlie Morton
718158,2023-05-15,2023,Final,Houston Astros,Chicago Cubs,6.0,4.0,Framber Valdez,Jameson Taillon
718161,2023-05-15,2023,Final,Colorado Rockies,Cincinnati Reds,9.0,8.0,Connor Seabold,Hunter Greene
718160,2023-05-15,2023,Final,Oakland Athletics,Arizona Diamondbacks,2.0,5.0,Drew Rucinski,Merrill Kelly
718162,2023-05-15,2023,Final,San Diego Padres,Kansas City Royals,4.0,0.0,Michael Wacha,Brad Keller
718170,2023-05-15,2023,Final,San Francisco Giants,Philadelphia Phillies,6.0,3.0,Alex Wood,Connor Brogdon
718159,2023-05-15,2023,Final,Los Angeles Dodgers,Minnesota Twins,9.0,8.0,Noah Syndergaard,Pablo López
718154,2023-05-16,2023,Final,Baltimore Orioles,Los Angeles Angels,7.0,3.0,Dean Kremer,Chase Silseth
718155,2023-05-16,2023,Final,Detroit Tigers,Pittsburgh Pirates,4.0,0.0,Michael Lorenzen,Luis Ortiz
718153,2023-05-16,2023,Final,Miami Marlins,Washington Nationals,5.0,4.0,Jesús Luzardo,Josiah Gray
718157,2023-05-16,2023,Final,Toronto Blue Jays,New York Yankees,3.0,6.0,Kevin Gausman,Domingo Germán
718149,2023-05-16,2023,Final,Boston Red Sox,Seattle Mariners,9.0,4.0,Nick Pivetta,Luis Castillo
718150,2023-05-16,2023,Final,New York Mets,Tampa Bay Rays,5.0,8.0,Justin Verlander,Jalen Beeks
718151,2023-05-16,2023,Final,St. Louis Cardinals,Milwaukee Brewers,2.0,3.0,Jordan Montgomery,Wade Miley
718148,2023-05-16,2023,Final,Texas Rangers,Atlanta Braves,7.0,4.0,Dane Dunning,Jared Shuster
718152,2023-05-16,2023,Final,Houston Astros,Chicago Cubs,7.0,3.0,Cristian Javier,Justin Steele
718147,2023-05-16,2023,Final,Chicago White Sox,Cleveland Guardians,8.0,3.0,Lance Lynn,Shane Bieber
718145,2023-05-16,2023,Final,Colorado Rockies,Cincinnati Reds,1.0,3.0,Chase Anderson,Brandon Williamson
718146,2023-05-16,2023,Final,Oakland Athletics,Arizona Diamondbacks,9.0,8.0,Kyle Muller,Tommy Henry
718144,2023-05-16,2023,Final,San Diego Padres,Kansas City Royals,4.0,5.0,Seth Lugo,Brady Singer
718156,2023-05-16,2023,Final,San Francisco Giants,Philadelphia Phillies,4.0,3.0,Alex Cobb,Zack Wheeler
718141,2023-05-16,2023,Final,Los Angeles Dodgers,Minnesota Twins,1.0,5.0,Clayton Kershaw,Bailey Ober
718142,2023-05-17,2023,Final,Detroit Tigers,Pittsburgh Pirates,0.0,8.0,Eduardo Rodriguez,Rich Hill
718138,2023-05-17,2023,Final,Colorado Rockies,Cincinnati Reds,11.0,6.0,Austin Gomber,Graham Ashcraft
718136,2023-05-17,2023,Final,Los Angeles Dodgers,Minnesota Twins,7.0,3.0,Dustin May,Sonny Gray
718139,2023-05-17,2023,Final,Oakland Athletics,Arizona Diamondbacks,3.0,5.0,Luis Medina,Ryne Nelson
718143,2023-05-17,2023,Final,San Francisco Giants,Philadelphia Phillies,7.0,4.0,Ross Stripling,Taijuan Walker
718140,2023-05-17,2023,Final,San Diego Padres,Kansas City Royals,3.0,4.0,Yu Darvish,Carlos Hernández
718137,2023-05-17,2023,Final,Baltimore Orioles,Los Angeles Angels,3.0,1.0,Kyle Bradish,Griffin Canning
718132,2023-05-17,2023,Final,Miami Marlins,Washington Nationals,4.0,3.0,Edward Cabrera,MacKenzie Gore
718134,2023-05-17,2023,Final,Toronto Blue Jays,New York Yankees,3.0,0.0,Chris Bassitt,Gerrit Cole
718133,2023-05-17,2023,Final,Boston Red Sox,Seattle Mariners,12.0,3.0,Brayan Bello,Marco Gonzales
718135,2023-05-17,2023,Final,New York Mets,Tampa Bay Rays,8.0,7.0,Kodai Senga,Josh Fleming
718131,2023-05-17,2023,Final,St. Louis Cardinals,Milwaukee Brewers,3.0,0.0,Matthew Liberatore,Corbin Burnes
718126,2023-05-17,2023,Final,Texas Rangers,Atlanta Braves,5.0,6.0,Nathan Eovaldi,Spencer Strider
718127,2023-05-17,2023,Final,Houston Astros,Chicago Cubs,7.0,6.0,J.P. France,Drew Smyly
718129,2023-05-17,2023,Final,Chicago White Sox,Cleveland Guardians,7.0,2.0,Mike Clevinger,Peyton Battenfield
718128,2023-05-18,2023,Final,Baltimore Orioles,Los Angeles Angels,5.0,6.0,Tyler Wells,Tyler Anderson
718122,2023-05-18,2023,Final,New York Mets,Tampa Bay Rays,3.0,2.0,Tylor Megill,Taj Bradley
718130,2023-05-18,2023,Final,Miami Marlins,Washington Nationals,5.0,3.0,Eury Pérez,Trevor Williams
718125,2023-05-18,2023,Final,Chicago White Sox,Cleveland Guardians,1.0,3.0,Dylan Cease,Logan Allen
718121,2023-05-18,2023,Final,Toronto Blue Jays,New York Yankees,2.0,4.0,José Berríos,Nestor Cortes
718124,2023-05-18,2023,Final,St. Louis Cardinals,Los Angeles Dodgers,16.0,8.0,Adam Wainwright,Julio Urías
718118,2023-05-19,2023,Final,Pittsburgh Pirates,Arizona Diamondbacks,13.0,3.0,Johan Oviedo,Zac Gallen
718120,2023-05-19,2023,Final,Cincinnati Reds,New York Yankees,2.0,6.0,Ben Lively,Clarke Schmidt
718117,2023-05-19,2023,Final,Tampa Bay Rays,Milwaukee Brewers,1.0,0.0,Shane McClanahan,Adrian Houser
718123,2023-05-19,2023,Final,Washington Nationals,Detroit Tigers,6.0,8.0,Jake Irvin,Matthew Boyd
718116,2023-05-19,2023,Final,Philadelphia Phillies,Chicago Cubs,1.0,10.0,Ranger Suarez,Marcus Stroman
718115,2023-05-19,2023,Final,Toronto Blue Jays,Baltimore Orioles,2.0,6.0,Yusei Kikuchi,Kyle Gibson
718119,2023-05-19,2023,Final,New York Mets,Cleveland Guardians,10.0,9.0,Carlos Carrasco,Cal Quantrill
718110,2023-05-19,2023,Final,Atlanta Braves,Seattle Mariners,6.0,2.0,Bryce Elder,Bryce Miller
718114,2023-05-19,2023,Final,Texas Rangers,Colorado Rockies,7.0,2.0,Martín Pérez,Karl Kauffmann
718112,2023-05-19,2023,Final,Houston Astros,Oakland Athletics,5.0,1.0,Brandon Bielak,Ken Waldichuk
718111,2023-05-19,2023,Final,Chicago White Sox,Kansas City Royals,2.0,0.0,Michael Kopech,Zack Greinke
718113,2023-05-19,2023,Final,St. Louis Cardinals,Los Angeles Dodgers,0.0,5.0,Steven Matz,Tony Gonsolin
718106,2023-05-19,2023,Final,Los Angeles Angels,Minnesota Twins,5.0,4.0,Reid Detmers,Joe Ryan
718107,2023-05-19,2023,Final,San Diego Padres,Boston Red Sox,1.0,6.0,Blake Snell,James Paxton
718105,2023-05-19,2023,Final,San Francisco Giants,Miami Marlins,4.0,3.0,Anthony DeSclafani,Sandy Alcantara
718104,2023-05-20,2023,Final,Chicago White Sox,Kansas City Royals,5.0,1.0,Lucas Giolito,Jordan Lyles
718102,2023-05-20,2023,Final,Toronto Blue Jays,Baltimore Orioles,5.0,6.0,Alek Manoah,Grayson Rodriguez
718108,2023-05-20,2023,Final,Washington Nationals,Detroit Tigers,5.0,2.0,Patrick Corbin,Alex Faedo
718101,2023-05-20,2023,Final,Pittsburgh Pirates,Arizona Diamondbacks,3.0,4.0,Mitch Keller,Brandon Pfaadt
718100,2023-05-20,2023,Final,Texas Rangers,Colorado Rockies,11.0,5.0,Jon Gray,Kyle Freeland
718097,2023-05-20,2023,Final,Philadelphia Phillies,Chicago Cubs,12.0,3.0,Aaron Nola,Jameson Taillon
718103,2023-05-20,2023,Final,San Francisco Giants,Miami Marlins,0.0,1.0,Logan Webb,Braxton Garrett
718098,2023-05-20,2023,Final,Houston Astros,Oakland Athletics,3.0,2.0,Hunter Brown,JP Sears
718095,2023-05-20,2023,Final,Cincinnati Reds,New York Yankees,4.0,7.0,Luke Weaver,Jhony Brito
718093,2023-05-20,2023,Final,Tampa Bay Rays,Milwaukee Brewers,8.0,4.0,Zach Eflin,Eric Lauer
718109,2023-05-20,2023,Final,St. Louis Cardinals,Los Angeles Dodgers,6.0,5.0,Miles Mikolas,Noah Syndergaard
718094,2023-05-20,2023,Final,Atlanta Braves,Seattle Mariners,3.0,7.0,Jesse Chavez,Logan Gilbert
718096,2023-05-20,2023,Final,Los Angeles Angels,Minnesota Twins,2.0,6.0,Patrick Sandoval,Louis Varland
718092,2023-05-20,2023,Final,San Diego Padres,Boston Red Sox,2.0,4.0,Joe Musgrove,Chris Sale
718099,2023-05-20,2023,Final,New York Mets,Cleveland Guardians,,,Max Scherzer,Tanner Bibee
718085,2023-05-21,2023,Final,Cincinnati Reds,New York Yankees,1.0,4.0,Hunter Greene,Luis Severino
718089,2023-05-21,2023,Final,Washington Nationals,Detroit Tigers,6.0,4.0,Josiah Gray,Joey Wentz
718091,2023-05-21,2023,Final,Pittsburgh Pirates,Arizona Diamondbacks,3.0,8.0,Roansy Contreras,Merrill Kelly
718088,2023-05-21,2023,Final,Philadelphia Phillies,Chicago Cubs,2.0,1.0,Taijuan Walker,Justin Steele
718090,2023-05-21,2023,Final,Atlanta Braves,Seattle Mariners,3.0,2.0,Jared Shuster,George Kirby
718087,2023-05-21,2023,Final,Toronto Blue Jays,Baltimore Orioles,3.0,8.0,Kevin Gausman,Dean Kremer
718099,2023-05-21,2023,Final,New York Mets,Cleveland Guardians,5.0,4.0,Max Scherzer,Tanner Bibee
718082,2023-05-21,2023,Final,New York Mets,Cleveland Guardians,2.0,1.0,Justin Verlander,Shane Bieber
718081,2023-05-21,2023,Final,Tampa Bay Rays,Milwaukee Brewers,4.0,6.0,Jalen Beeks,Freddy Peralta
718086,2023-05-21,2023,Final,Houston Astros,Oakland Athletics,2.0,0.0,Framber Valdez,James Kaprielian
718084,2023-05-21,2023,Final,Chicago White Sox,Kansas City Royals,5.0,2.0,Lance Lynn,Carlos Hernández
718083,2023-05-21,2023,Final,St. Louis Cardinals,Los Angeles Dodgers,10.0,5.0,Jack Flaherty,Clayton Kershaw
718076,2023-05-21,2023,Final,Texas Rangers,Colorado Rockies,13.0,3.0,Andrew Heaney,Connor Seabold
718078,2023-05-21,2023,Final,San Francisco Giants,Miami Marlins,7.0,5.0,Alex Wood,Jesús Luzardo
718080,2023-05-21,2023,Final,Los Angeles Angels,Minnesota Twins,4.0,2.0,Shohei Ohtani,Pablo López
718079,2023-05-21,2023,Final,San Diego Padres,Boston Red Sox,7.0,0.0,Michael Wacha,Corey Kluber
718072,2023-05-22,2023,Final,Cleveland Guardians,Chicago White Sox,3.0,0.0,Hunter Gaddis,Jimmy Lambert
718075,2023-05-22,2023,Final,Pittsburgh Pirates,Texas Rangers,6.0,4.0,Luis Ortiz,Dane Dunning
718071,2023-05-22,2023,Final,Cincinnati Reds,St. Louis Cardinals,6.0,5.0,Brandon Williamson,Jordan Montgomery
718077,2023-05-22,2023,Final,Tampa Bay Rays,Toronto Blue Jays,6.0,4.0,Trevor Kelley,Chris Bassitt
718073,2023-05-22,2023,Final,Philadelphia Phillies,Arizona Diamondbacks,3.0,6.0,Zack Wheeler,Tommy Henry
718074,2023-05-22,2023,Final,Atlanta Braves,Los Angeles Dodgers,6.0,8.0,Charlie Morton,Gavin Stone
718066,2023-05-22,2023,Final,Kansas City Royals,Detroit Tigers,5.0,8.0,Brady Singer,Michael Lorenzen
718067,2023-05-22,2023,Final,Minnesota Twins,San Francisco Giants,1.0,4.0,Bailey Ober,John Brebbia
718068,2023-05-22,2023,Final,Milwaukee Brewers,Houston Astros,2.0,12.0,Corbin Burnes,Cristian Javier
718069,2023-05-22,2023,Final,Colorado Rockies,Miami Marlins,5.0,3.0,Chase Anderson,Edward Cabrera
718070,2023-05-22,2023,Final,Los Angeles Angels,Boston Red Sox,2.0,1.0,Jaime Barria,Tanner Houck
718062,2023-05-22,2023,Final,Seattle Mariners,Oakland Athletics,11.0,2.0,Luis Castillo,Kyle Muller
718063,2023-05-23,2023,Final,Cleveland Guardians,Chicago White Sox,2.0,4.0,Logan Allen,Dylan Cease
718065,2023-05-23,2023,Final,Pittsburgh Pirates,Texas Rangers,1.0,6.0,Rich Hill,Nathan Eovaldi
718059,2023-05-23,2023,Final,Cincinnati Reds,St. Louis Cardinals,5.0,8.0,Graham Ashcraft,Adam Wainwright
718061,2023-05-23,2023,Final,Tampa Bay Rays,Toronto Blue Jays,1.0,20.0,Taj Bradley,José Berríos
718060,2023-05-23,2023,Final,Philadelphia Phillies,Arizona Diamondbacks,3.0,4.0,Matt Strahm,Ryne Nelson
718064,2023-05-23,2023,Final,Washington Nationals,San Diego Padres,4.0,7.0,MacKenzie Gore,Yu Darvish
718058,2023-05-23,2023,Final,New York Yankees,Baltimore Orioles,6.0,5.0,Gerrit Cole,Kyle Bradish
718057,2023-05-23,2023,Final,Atlanta Braves,Los Angeles Dodgers,1.0,8.0,Spencer Strider,Bobby Miller
718049,2023-05-23,2023,Final,Kansas City Royals,Detroit Tigers,4.0,1.0,Mike Mayers,Eduardo Rodriguez
718055,2023-05-23,2023,Final,Chicago Cubs,New York Mets,7.0,2.0,Drew Smyly,Tylor Megill
718054,2023-05-23,2023,Final,Minnesota Twins,San Francisco Giants,3.0,4.0,Sonny Gray,Alex Cobb
718056,2023-05-23,2023,Final,Milwaukee Brewers,Houston Astros,6.0,0.0,Colin Rea,J.P. France
718051,2023-05-23,2023,Final,Colorado Rockies,Miami Marlins,5.0,4.0,Austin Gomber,Eury Pérez
718053,2023-05-23,2023,Final,Los Angeles Angels,Boston Red Sox,4.0,0.0,Griffin Canning,Brayan Bello
718050,2023-05-23,2023,Final,Seattle Mariners,Oakland Athletics,3.0,2.0,Marco Gonzales,Luis Medina
718045,2023-05-24,2023,Final,Pittsburgh Pirates,Texas Rangers,2.0,3.0,Johan Oviedo,Martín Pérez
718043,2023-05-24,2023,Final,Philadelphia Phillies,Arizona Diamondbacks,6.0,5.0,Ranger Suarez,Zac Gallen
718047,2023-05-24,2023,Final,Minnesota Twins,San Francisco Giants,7.0,1.0,Joe Ryan,Anthony DeSclafani
718048,2023-05-24,2023,Final,Cleveland Guardians,Chicago White Sox,0.0,6.0,Cal Quantrill,Michael Kopech
718046,2023-05-24,2023,Final,Milwaukee Brewers,Houston Astros,4.0,0.0,Adrian Houser,Brandon Bielak
718041,2023-05-24,2023,Final,Cincinnati Reds,St. Louis Cardinals,10.0,3.0,Ben Lively,Steven Matz
718044,2023-05-24,2023,Final,Tampa Bay Rays,Toronto Blue Jays,7.0,3.0,Shane McClanahan,Yusei Kikuchi
718052,2023-05-24,2023,Final,Washington Nationals,San Diego Padres,5.0,3.0,Trevor Williams,Ryan Weathers
718040,2023-05-24,2023,Final,New York Yankees,Baltimore Orioles,6.0,9.0,Nestor Cortes,Tyler Wells
718042,2023-05-24,2023,Final,Atlanta Braves,Los Angeles Dodgers,4.0,3.0,Bryce Elder,Tony Gonsolin
718039,2023-05-24,2023,Final,Kansas City Royals,Detroit Tigers,4.0,6.0,Zack Greinke,Matthew Boyd
718038,2023-05-24,2023,Final,Chicago Cubs,New York Mets,4.0,2.0,Marcus Stroman,Kodai Senga
718036,2023-05-24,2023,Final,Colorado Rockies,Miami Marlins,2.0,10.0,Karl Kauffmann,Sandy Alcantara
718034,2023-05-24,2023,Final,Los Angeles Angels,Boston Red Sox,7.0,3.0,Tyler Anderson,James Paxton
718037,2023-05-24,2023,Final,Seattle Mariners,Oakland Athletics,6.0,1.0,Bryce Miller,Ken Waldichuk
718030,2023-05-25,2023,Final,Cincinnati Reds,St. Louis Cardinals,1.0,2.0,Luke Weaver,Miles Mikolas
718032,2023-05-25,2023,Final,Tampa Bay Rays,Toronto Blue Jays,6.0,3.0,Zach Eflin,Alek Manoah
718033,2023-05-25,2023,Final,Colorado Rockies,Miami Marlins,7.0,6.0,Kyle Freeland,Braxton Garrett
718035,2023-05-25,2023,Final,Washington Nationals,San Diego Padres,6.0,8.0,Jake Irvin,Blake Snell
718031,2023-05-25,2023,Final,Detroit Tigers,Chicago White Sox,7.0,2.0,Alex Faedo,Lucas Giolito
718029,2023-05-25,2023,Final,New York Yankees,Baltimore Orioles,1.0,3.0,Clarke Schmidt,Kyle Gibson
718026,2023-05-25,2023,Final,Atlanta Braves,Philadelphia Phillies,8.0,5.0,Dylan Dodd,Aaron Nola
718024,2023-05-25,2023,Final,Chicago Cubs,New York Mets,1.0,10.0,Kyle Hendricks,Carlos Carrasco
718028,2023-05-25,2023,Final,Milwaukee Brewers,San Francisco Giants,0.0,5.0,Julio Teheran,Scott Alexander
718025,2023-05-25,2023,Final,Seattle Mariners,Oakland Athletics,3.0,2.0,Logan Gilbert,JP Sears
718027,2023-05-26,2023,Final,Chicago Cubs,Cincinnati Reds,0.0,9.0,Justin Steele,Hunter Greene
718018,2023-05-26,2023,Final,Tampa Bay Rays,Los Angeles Dodgers,9.0,3.0,Jalen Beeks,Noah Syndergaard
718021,2023-05-26,2023,Final,Detroit Tigers,Chicago White Sox,3.0,12.0,Joey Wentz,Lance Lynn
718020,2023-05-26,2023,Final,Baltimore Orioles,Texas Rangers,2.0,12.0,Grayson Rodriguez,Jon Gray
718023,2023-05-26,2023,Final,New York Yankees,San Diego Padres,1.0,5.0,Randy Vásquez,Joe Musgrove
718022,2023-05-26,2023,Final,Cleveland Guardians,St. Louis Cardinals,4.0,3.0,Shane Bieber,Matthew Liberatore
718019,2023-05-26,2023,Final,Atlanta Braves,Philadelphia Phillies,4.0,6.0,Jared Shuster,Taijuan Walker
718014,2023-05-26,2023,Final,Kansas City Royals,Washington Nationals,10.0,12.0,Jordan Lyles,Patrick Corbin
718013,2023-05-26,2023,Final,Minnesota Twins,Toronto Blue Jays,1.0,3.0,Louis Varland,Kevin Gausman
718017,2023-05-26,2023,Final,Milwaukee Brewers,San Francisco Giants,1.0,15.0,Freddy Peralta,Alex Wood
718016,2023-05-26,2023,Final,Colorado Rockies,New York Mets,2.0,5.0,Connor Seabold,Max Scherzer
718015,2023-05-26,2023,Final,Los Angeles Angels,Miami Marlins,2.0,6.0,Reid Detmers,Jesús Luzardo
718010,2023-05-26,2023,Final,Arizona Diamondbacks,Boston Red Sox,2.0,7.0,Brandon Pfaadt,Chris Sale
718009,2023-05-26,2023,Final,Oakland Athletics,Houston Astros,2.0,5.0,James Kaprielian,Hunter Brown
718012,2023-05-26,2023,Final,Seattle Mariners,Pittsburgh Pirates,6.0,11.0,George Kirby,Mitch Keller
718006,2023-05-27,2023,Final,New York Yankees,San Diego Padres,3.0,2.0,Luis Severino,Michael Wacha
718005,2023-05-27,2023,Final,Detroit Tigers,Chicago White Sox,7.0,3.0,Michael Lorenzen,Jesse Scholtens
718008,2023-05-27,2023,Final,Minnesota Twins,Toronto Blue Jays,9.0,7.0,Pablo López,Chris Bassitt
718001,2023-05-27,2023,Final,Baltimore Orioles,Texas Rangers,3.0,5.0,Dean Kremer,Andrew Heaney
718003,2023-05-27,2023,Final,Oakland Athletics,Houston Astros,3.0,6.0,Austin Pruitt,Framber Valdez
718000,2023-05-27,2023,Final,Kansas City Royals,Washington Nationals,2.0,4.0,Brady Singer,Josiah Gray
718004,2023-05-27,2023,Final,Seattle Mariners,Pittsburgh Pirates,5.0,0.0,Luis Castillo,Vince Velasquez
718002,2023-05-27,2023,Final,Tampa Bay Rays,Los Angeles Dodgers,5.0,6.0,Tyler Glasnow,Clayton Kershaw
717997,2023-05-27,2023,Final,Atlanta Braves,Philadelphia Phillies,1.0,2.0,Charlie Morton,Zack Wheeler
717999,2023-05-27,2023,Final,Milwaukee Brewers,San Francisco Giants,1.0,3.0,Corbin Burnes,Logan Webb
717991,2023-05-27,2023,Final,Arizona Diamondbacks,Boston Red Sox,1.0,2.0,Zach Davies,Garrett Whitlock
718007,2023-05-27,2023,Final,Chicago Cubs,Cincinnati Reds,5.0,8.0,Jameson Taillon,Brandon Williamson
717996,2023-05-27,2023,Final,Cleveland Guardians,St. Louis Cardinals,1.0,2.0,Tanner Bibee,Jack Flaherty
718011,2023-05-27,2023,Final,Colorado Rockies,New York Mets,10.0,7.0,Chase Anderson,Justin Verlander
717998,2023-05-27,2023,Final,Los Angeles Angels,Miami Marlins,5.0,8.0,Shohei Ohtani,Edward Cabrera
717994,2023-05-28,2023,Final,Tampa Bay Rays,Los Angeles Dodgers,11.0,10.0,Josh Fleming,Gavin Stone
717990,2023-05-28,2023,Final,Baltimore Orioles,Texas Rangers,3.0,2.0,Kyle Bradish,Cody Bradford
717995,2023-05-28,2023,Final,New York Yankees,San Diego Padres,10.0,7.0,Gerrit Cole,Yu Darvish
717993,2023-05-28,2023,Final,Cleveland Guardians,St. Louis Cardinals,4.0,3.0,Hunter Gaddis,Jordan Montgomery
717989,2023-05-28,2023,Final,Detroit Tigers,Chicago White Sox,6.0,5.0,Eduardo Rodriguez,Dylan Cease
717985,2023-05-28,2023,Final,Kansas City Royals,Washington Nationals,3.0,2.0,Daniel Lynch IV,MacKenzie Gore
717988,2023-05-28,2023,Final,Minnesota Twins,Toronto Blue Jays,0.0,3.0,Bailey Ober,José Berríos
717986,2023-05-28,2023,Final,Milwaukee Brewers,San Francisco Giants,7.0,5.0,Colin Rea,Alex Cobb
717987,2023-05-28,2023,Final,Chicago Cubs,Cincinnati Reds,5.0,8.0,Drew Smyly,Graham Ashcraft
717982,2023-05-28,2023,Final,Colorado Rockies,New York Mets,11.0,10.0,Austin Gomber,Tylor Megill
717980,2023-05-28,2023,Final,Oakland Athletics,Houston Astros,1.0,10.0,Ken Waldichuk,Cristian Javier
717984,2023-05-28,2023,Final,Los Angeles Angels,Miami Marlins,0.0,2.0,Patrick Sandoval,Eury Pérez
717981,2023-05-28,2023,Final,Arizona Diamondbacks,Boston Red Sox,4.0,2.0,Merrill Kelly,Tanner Houck
717983,2023-05-28,2023,Final,Seattle Mariners,Pittsburgh Pirates,6.0,3.0,Marco Gonzales,Luis Ortiz
717992,2023-05-28,2023,Final,Atlanta Braves,Philadelphia Phillies,11.0,4.0,Spencer Strider,Dylan Covey
717974,2023-05-29,2023,Final,Baltimore Orioles,Cleveland Guardians,0.0,5.0,Tyler Wells,Logan Allen
717979,2023-05-29,2023,Final,Detroit Tigers,Texas Rangers,0.0,5.0,Matthew Boyd,Nathan Eovaldi
717975,2023-05-29,2023,Final,St. Louis Cardinals,Kansas City Royals,0.0,7.0,Adam Wainwright,Josh Staumont
717976,2023-05-29,2023,Final,Chicago Cubs,Tampa Bay Rays,1.0,0.0,Marcus Stroman,Taj Bradley
717977,2023-05-29,2023,Final,Arizona Diamondbacks,Colorado Rockies,7.0,5.0,Ryne Nelson,Karl Kauffmann
717968,2023-05-29,2023,Final,Houston Astros,Minnesota Twins,5.0,7.0,J.P. France,Sonny Gray
717978,2023-05-29,2023,Final,San Francisco Giants,Pittsburgh Pirates,14.0,4.0,Anthony DeSclafani,Rich Hill
717970,2023-05-29,2023,Final,Oakland Athletics,Atlanta Braves,7.0,2.0,Paul Blackburn,Michael Soroka
717971,2023-05-29,2023,Final,Chicago White Sox,Los Angeles Angels,4.0,6.0,Michael Kopech,Griffin Canning
717973,2023-05-29,2023,Final,Los Angeles Dodgers,Washington Nationals,6.0,1.0,Bobby Miller,Trevor Williams
717969,2023-05-29,2023,Final,Seattle Mariners,New York Yankees,4.0,10.0,Bryce Miller,Domingo Germán
717964,2023-05-30,2023,Final,Detroit Tigers,Texas Rangers,6.0,10.0,Alex Faedo,Martín Pérez
717963,2023-05-30,2023,Final,Miami Marlins,San Diego Padres,4.0,9.0,Sandy Alcantara,Ryan Weathers
717967,2023-05-30,2023,Final,Baltimore Orioles,Cleveland Guardians,8.0,5.0,Kyle Gibson,Cal Quantrill
717965,2023-05-30,2023,Final,Toronto Blue Jays,Milwaukee Brewers,7.0,2.0,Yusei Kikuchi,Adrian Houser
717966,2023-05-30,2023,Final,Boston Red Sox,Cincinnati Reds,8.0,9.0,Brayan Bello,Ben Lively
717962,2023-05-30,2023,Final,New York Mets,Philadelphia Phillies,2.0,0.0,Kodai Senga,Ranger Suarez
717960,2023-05-30,2023,Final,St. Louis Cardinals,Kansas City Royals,2.0,1.0,Miles Mikolas,Zack Greinke
717961,2023-05-30,2023,Final,Chicago Cubs,Tampa Bay Rays,2.0,1.0,Kyle Hendricks,Shane McClanahan
717956,2023-05-30,2023,Final,Houston Astros,Minnesota Twins,5.0,1.0,Brandon Bielak,Joe Ryan
717959,2023-05-30,2023,Final,Chicago White Sox,Los Angeles Angels,7.0,3.0,Lucas Giolito,Tyler Anderson
717955,2023-05-30,2023,Final,Arizona Diamondbacks,Colorado Rockies,5.0,1.0,Zac Gallen,Kyle Freeland
717958,2023-05-30,2023,Final,Oakland Athletics,Atlanta Braves,2.0,1.0,JP Sears,Bryce Elder
717952,2023-05-30,2023,Final,Seattle Mariners,New York Yankees,2.0,10.0,Logan Gilbert,Nestor Cortes
717972,2023-05-30,2023,Final,San Francisco Giants,Pittsburgh Pirates,1.0,2.0,John Brebbia,Johan Oviedo
717957,2023-05-30,2023,Final,Los Angeles Dodgers,Washington Nationals,9.0,3.0,Tony Gonsolin,Jake Irvin
